EQP_ID,ALARM_TIME,SEVERITY,MESSAGE,RECIPE,ACK_BY
CMP01,2026-03-04 18:09:03,ERROR,"[E-2011] RF power unstable (LOT=L26093, STEP=PC, value=13.45 unit)",RCP_PC_04,E877738
ETC02,2026-03-04 18:14:58,ERROR,"[E-1023] Chamber pressure high (LOT=L26062, STEP=RMG, value=19.67 unit)",RCP_RMG_03,E784254
ETC02,2026-03-04 18:24:04,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26063, STEP=CBCMP, value=9.71 unit)",RCP_CBCMP_05,E108476
CMP01,2026-03-04 18:24:48,WARN,"[W-3305] Slurry flow low (LOT=L26012, STEP=CBCMP, value=24.34 unit)",RCP_CBCMP_03,
CMP02,2026-03-04 18:51:57,WARN,"[W-3306] Pad temperature drift (LOT=L26107, STEP=CBCMP, value=14.69 unit)",RCP_CBCMP_02,E414165
ETC01,2026-03-04 19:30:15,ERROR,"[E-2011] RF power unstable (LOT=L26039, STEP=CBCMP, value=20.36 unit)",RCP_CBCMP_04,E293395
CMP02,2026-03-04 19:47:23,WARN,"[W-3306] Pad temperature drift (LOT=L26044, STEP=CBCMP, value=23.41 unit)",RCP_CBCMP_04,
PHO01,2026-03-04 20:06:58,ERROR,"[E-1023] Chamber pressure high (LOT=L26041, STEP=PHOTO, value=20.17 unit)",RCP_PHOTO_02,
ETC02,2026-03-04 20:13:28,ERROR,"[E-1023] Chamber pressure high (LOT=L26091, STEP=PC, value=14.67 unit)",RCP_PC_05,
PHO01,2026-03-04 20:30:38,ERROR,"[E-2011] RF power unstable (LOT=L26118, STEP=RMG, value=5.37 unit)",RCP_RMG_02,
CMP02,2026-03-04 20:31:30,INFO,"[I-5000] Recipe changed by operator (LOT=L26022, STEP=ETCH, value=1.1 unit)",RCP_ETCH_04,
CMP01,2026-03-04 20:35:12,WARN,"[W-3306] Pad temperature drift (LOT=L26059, STEP=ETCH, value=7.46 unit)",RCP_ETCH_04,
CMP02,2026-03-04 20:36:55,ERROR,"[E-1023] Chamber pressure high (LOT=L26006, STEP=PC, value=0.88 unit)",RCP_PC_03,
CMP01,2026-03-04 20:37:59,INFO,"[I-5000] Recipe changed by operator (LOT=L26002, STEP=CBCMP, value=20.91 unit)",RCP_CBCMP_01,E470457
PC01,2026-03-04 21:02:51,ERROR,"[E-2011] RF power unstable (LOT=L26063, STEP=ETCH, value=3.25 unit)",RCP_ETCH_02,
ETC01,2026-03-04 21:04:03,ERROR,"[E-1023] Chamber pressure high (LOT=L26016, STEP=ETCH, value=8.65 unit)",RCP_ETCH_05,
CMP01,2026-03-04 21:12:59,INFO,"[I-5000] Recipe changed by operator (LOT=L26094, STEP=ETCH, value=20.21 unit)",RCP_ETCH_01,
CMP01,2026-03-04 21:22:49,WARN,"[W-3306] Pad temperature drift (LOT=L26032, STEP=CBCMP, value=15.77 unit)",RCP_CBCMP_05,
ETC02,2026-03-04 21:43:29,ERROR,"[E-1023] Chamber pressure high (LOT=L26062, STEP=ETCH, value=2.27 unit)",RCP_ETCH_02,E464887
ETC01,2026-03-04 21:56:37,ERROR,"[E-2011] RF power unstable (LOT=L26048, STEP=PHOTO, value=19.8 unit)",RCP_PHOTO_01,
PHO01,2026-03-04 22:10:07,ERROR,"[E-2011] RF power unstable (LOT=L26023, STEP=ETCH, value=22.88 unit)",RCP_ETCH_04,E464189
ETC02,2026-03-04 22:26:45,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26041, STEP=ETCH, value=24.91 unit)",RCP_ETCH_05,E912553
CMP02,2026-03-04 22:33:37,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26090, STEP=PHOTO, value=17.76 unit)",RCP_PHOTO_05,
PHO01,2026-03-04 22:40:01,ERROR,"[E-2011] RF power unstable (LOT=L26036, STEP=CBCMP, value=13.02 unit)",RCP_CBCMP_03,
CMP01,2026-03-04 22:43:37,ERROR,"[E-1023] Chamber pressure high (LOT=L26119, STEP=CBCMP, value=17.64 unit)",RCP_CBCMP_05,
ETC02,2026-03-04 23:01:15,WARN,"[W-3306] Pad temperature drift (LOT=L26057, STEP=PC, value=13.08 unit)",RCP_PC_03,
CMP02,2026-03-04 23:05:26,WARN,"[W-3305] Slurry flow low (LOT=L26017, STEP=CBCMP, value=3.72 unit)",RCP_CBCMP_01,
ETC02,2026-03-04 23:15:30,WARN,"[W-3306] Pad temperature drift (LOT=L26059, STEP=RMG, value=22.65 unit)",RCP_RMG_01,
PHO01,2026-03-04 23:31:23,WARN,"[W-3306] Pad temperature drift (LOT=L26092, STEP=PHOTO, value=20.57 unit)",RCP_PHOTO_03,
CMP01,2026-03-04 23:49:22,WARN,"[W-3306] Pad temperature drift (LOT=L26074, STEP=CBCMP, value=5.23 unit)",RCP_CBCMP_01,
CMP01,2026-03-04 23:56:23,ERROR,"[E-1023] Chamber pressure high (LOT=L26051, STEP=CBCMP, value=5.83 unit)",RCP_CBCMP_03,
PC01,2026-03-04 23:57:35,INFO,"[I-5000] Recipe changed by operator (LOT=L26079, STEP=PC, value=18.91 unit)",RCP_PC_01,
ETC02,2026-03-04 23:57:35,ERROR,"[E-1023] Chamber pressure high (LOT=L26032, STEP=ETCH, value=15.37 unit)",RCP_ETCH_05,E316292
CMP02,2026-03-05 00:10:04,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26110, STEP=PC, value=8.57 unit)",RCP_PC_04,E426635
CMP02,2026-03-05 00:54:14,WARN,"[W-3306] Pad temperature drift (LOT=L26108, STEP=ETCH, value=20.63 unit)",RCP_ETCH_02,E490792
PHO01,2026-03-05 01:00:13,WARN,"[W-3305] Slurry flow low (LOT=L26118, STEP=CBCMP, value=19.96 unit)",RCP_CBCMP_01,E907377
PC01,2026-03-05 01:03:11,INFO,"[I-5000] Recipe changed by operator (LOT=L26009, STEP=CBCMP, value=7.0 unit)",RCP_CBCMP_01,
ETC01,2026-03-05 01:24:04,WARN,"[W-3305] Slurry flow low (LOT=L26039, STEP=PC, value=19.14 unit)",RCP_PC_02,
PHO01,2026-03-05 01:27:45,ERROR,"[E-1023] Chamber pressure high (LOT=L26090, STEP=CBCMP, value=11.5 unit)",RCP_CBCMP_02,E704807
ETC01,2026-03-05 01:28:35,ERROR,"[E-2011] RF power unstable (LOT=L26005, STEP=PHOTO, value=11.4 unit)",RCP_PHOTO_01,E472220
PC01,2026-03-05 01:41:02,WARN,"[W-3306] Pad temperature drift (LOT=L26036, STEP=ETCH, value=20.18 unit)",RCP_ETCH_05,
ETC02,2026-03-05 02:00:16,WARN,"[W-3305] Slurry flow low (LOT=L26064, STEP=ETCH, value=8.76 unit)",RCP_ETCH_02,
ETC02,2026-03-05 02:36:14,WARN,"[W-3306] Pad temperature drift (LOT=L26032, STEP=ETCH, value=4.3 unit)",RCP_ETCH_04,E416977
CMP01,2026-03-05 02:43:03,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26031, STEP=PHOTO, value=19.16 unit)",RCP_PHOTO_05,
ETC01,2026-03-05 03:11:54,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26011, STEP=ETCH, value=20.75 unit)",RCP_ETCH_03,
PHO01,2026-03-05 03:14:02,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26062, STEP=PC, value=20.35 unit)",RCP_PC_04,
PHO01,2026-03-05 03:21:57,ERROR,"[E-1023] Chamber pressure high (LOT=L26099, STEP=PC, value=13.97 unit)",RCP_PC_04,E949402
ETC02,2026-03-05 03:52:23,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26012, STEP=ETCH, value=10.86 unit)",RCP_ETCH_03,E524904
PHO01,2026-03-05 04:07:41,INFO,"[I-5000] Recipe changed by operator (LOT=L26078, STEP=PC, value=7.52 unit)",RCP_PC_05,E631209
PC01,2026-03-05 04:11:05,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26043, STEP=PC, value=3.0 unit)",RCP_PC_03,
CMP02,2026-03-05 04:24:28,WARN,"[W-3305] Slurry flow low (LOT=L26040, STEP=ETCH, value=23.81 unit)",RCP_ETCH_01,
ETC02,2026-03-05 04:26:24,WARN,"[W-3305] Slurry flow low (LOT=L26091, STEP=RMG, value=14.55 unit)",RCP_RMG_01,E721928
CMP01,2026-03-05 04:49:47,ERROR,"[E-2011] RF power unstable (LOT=L26083, STEP=PHOTO, value=10.19 unit)",RCP_PHOTO_03,
PHO01,2026-03-05 05:15:23,ERROR,"[E-1023] Chamber pressure high (LOT=L26103, STEP=PC, value=15.2 unit)",RCP_PC_01,
CMP01,2026-03-05 05:20:05,WARN,"[W-3306] Pad temperature drift (LOT=L26111, STEP=ETCH, value=4.56 unit)",RCP_ETCH_04,
PC01,2026-03-05 05:30:57,ERROR,"[E-1023] Chamber pressure high (LOT=L26059, STEP=PHOTO, value=6.07 unit)",RCP_PHOTO_03,
PHO01,2026-03-05 05:31:15,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26021, STEP=RMG, value=20.19 unit)",RCP_RMG_03,
ETC02,2026-03-05 06:00:09,ERROR,"[E-1023] Chamber pressure high (LOT=L26106, STEP=PC, value=19.96 unit)",RCP_PC_02,E200793
CMP01,2026-03-05 06:01:06,INFO,"[I-5000] Recipe changed by operator (LOT=L26102, STEP=PHOTO, value=20.2 unit)",RCP_PHOTO_05,
PC01,2026-03-05 06:01:37,WARN,"[W-3305] Slurry flow low (LOT=L26116, STEP=RMG, value=18.87 unit)",RCP_RMG_04,
ETC02,2026-03-05 06:10:13,WARN,"[W-3306] Pad temperature drift (LOT=L26071, STEP=PC, value=2.32 unit)",RCP_PC_01,
PC01,2026-03-05 06:17:21,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26055, STEP=ETCH, value=8.8 unit)",RCP_ETCH_05,
CMP01,2026-03-05 06:23:27,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26092, STEP=ETCH, value=24.3 unit)",RCP_ETCH_04,
PC01,2026-03-05 06:26:05,ERROR,"[E-2011] RF power unstable (LOT=L26080, STEP=ETCH, value=22.7 unit)",RCP_ETCH_04,E846336
PHO01,2026-03-05 06:34:11,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26049, STEP=ETCH, value=9.0 unit)",RCP_ETCH_02,
PC01,2026-03-05 06:41:41,WARN,"[W-3305] Slurry flow low (LOT=L26005, STEP=CBCMP, value=10.98 unit)",RCP_CBCMP_04,
CMP02,2026-03-05 06:42:50,ERROR,"[E-1023] Chamber pressure high (LOT=L26117, STEP=PHOTO, value=7.63 unit)",RCP_PHOTO_03,E431903
ETC01,2026-03-05 06:47:38,ERROR,"[E-2011] RF power unstable (LOT=L26103, STEP=ETCH, value=14.0 unit)",RCP_ETCH_02,E365966
PHO01,2026-03-05 06:54:27,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26103, STEP=PHOTO, value=1.67 unit)",RCP_PHOTO_05,
PHO01,2026-03-05 07:01:05,WARN,"[W-3305] Slurry flow low (LOT=L26104, STEP=ETCH, value=2.91 unit)",RCP_ETCH_02,E706715
ETC01,2026-03-05 07:01:44,ERROR,"[E-1023] Chamber pressure high (LOT=L26071, STEP=PHOTO, value=8.39 unit)",RCP_PHOTO_04,
PC01,2026-03-05 07:13:16,WARN,"[W-3305] Slurry flow low (LOT=L26025, STEP=CBCMP, value=1.53 unit)",RCP_CBCMP_02,
CMP01,2026-03-05 07:15:35,INFO,"[I-5000] Recipe changed by operator (LOT=L26050, STEP=CBCMP, value=18.1 unit)",RCP_CBCMP_03,
ETC02,2026-03-05 07:30:10,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26000, STEP=PHOTO, value=16.82 unit)",RCP_PHOTO_03,E765348
PHO01,2026-03-05 07:49:17,ERROR,"[E-2011] RF power unstable (LOT=L26020, STEP=RMG, value=21.09 unit)",RCP_RMG_03,E944363
CMP02,2026-03-05 07:53:10,ERROR,"[E-2011] RF power unstable (LOT=L26003, STEP=PC, value=11.72 unit)",RCP_PC_01,
CMP01,2026-03-05 08:23:18,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26062, STEP=PC, value=23.32 unit)",RCP_PC_04,E112419
ETC02,2026-03-05 08:23:43,WARN,"[W-3305] Slurry flow low (LOT=L26072, STEP=CBCMP, value=21.1 unit)",RCP_CBCMP_01,
CMP02,2026-03-05 08:25:46,WARN,"[W-3305] Slurry flow low (LOT=L26053, STEP=RMG, value=4.2 unit)",RCP_RMG_03,E154722
CMP02,2026-03-05 09:07:28,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26110, STEP=PHOTO, value=22.93 unit)",RCP_PHOTO_01,E443974
PHO01,2026-03-05 09:22:56,ERROR,"[E-1023] Chamber pressure high (LOT=L26065, STEP=ETCH, value=24.62 unit)",RCP_ETCH_03,
PC01,2026-03-05 09:43:37,ERROR,"[E-1023] Chamber pressure high (LOT=L26008, STEP=PHOTO, value=23.71 unit)",RCP_PHOTO_03,
ETC02,2026-03-05 09:50:06,INFO,"[I-5000] Recipe changed by operator (LOT=L26072, STEP=CBCMP, value=10.66 unit)",RCP_CBCMP_01,
ETC01,2026-03-05 10:00:05,ERROR,"[E-2011] RF power unstable (LOT=L26052, STEP=CBCMP, value=17.22 unit)",RCP_CBCMP_03,
ETC01,2026-03-05 10:30:45,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26114, STEP=PHOTO, value=10.81 unit)",RCP_PHOTO_02,
CMP01,2026-03-05 10:44:06,INFO,"[I-5000] Recipe changed by operator (LOT=L26060, STEP=RMG, value=3.02 unit)",RCP_RMG_01,
ETC02,2026-03-05 10:58:30,WARN,"[W-3305] Slurry flow low (LOT=L26027, STEP=PC, value=10.68 unit)",RCP_PC_02,E433092
PC01,2026-03-05 11:19:34,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26023, STEP=PC, value=4.5 unit)",RCP_PC_03,
PC01,2026-03-05 11:22:26,INFO,"[I-5000] Recipe changed by operator (LOT=L26059, STEP=PHOTO, value=13.8 unit)",RCP_PHOTO_03,
CMP01,2026-03-05 11:48:26,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26020, STEP=PHOTO, value=16.48 unit)",RCP_PHOTO_05,E324704
CMP02,2026-03-05 11:57:29,ERROR,"[E-1023] Chamber pressure high (LOT=L26033, STEP=ETCH, value=8.77 unit)",RCP_ETCH_02,E313057
PHO01,2026-03-05 12:18:22,ERROR,"[E-2011] RF power unstable (LOT=L26005, STEP=PC, value=4.3 unit)",RCP_PC_01,
ETC02,2026-03-05 12:31:37,WARN,"[W-3306] Pad temperature drift (LOT=L26102, STEP=PHOTO, value=9.64 unit)",RCP_PHOTO_03,E551481
PC01,2026-03-05 12:33:38,WARN,"[W-3305] Slurry flow low (LOT=L26045, STEP=RMG, value=13.11 unit)",RCP_RMG_02,E139849
PC01,2026-03-05 12:52:41,WARN,"[W-3306] Pad temperature drift (LOT=L26067, STEP=PC, value=8.29 unit)",RCP_PC_05,
CMP02,2026-03-05 13:35:26,WARN,"[W-3305] Slurry flow low (LOT=L26000, STEP=RMG, value=16.81 unit)",RCP_RMG_01,
CMP02,2026-03-05 13:35:34,WARN,"[W-3306] Pad temperature drift (LOT=L26106, STEP=CBCMP, value=17.95 unit)",RCP_CBCMP_02,E832722
CMP01,2026-03-05 13:38:25,INFO,"[I-5000] Recipe changed by operator (LOT=L26082, STEP=CBCMP, value=5.88 unit)",RCP_CBCMP_01,E428826
CMP02,2026-03-05 13:44:14,INFO,"[I-5000] Recipe changed by operator (LOT=L26040, STEP=RMG, value=18.59 unit)",RCP_RMG_01,
ETC01,2026-03-05 13:48:03,INFO,"[I-5000] Recipe changed by operator (LOT=L26091, STEP=RMG, value=15.84 unit)",RCP_RMG_05,
ETC01,2026-03-05 13:50:38,WARN,"[W-3306] Pad temperature drift (LOT=L26105, STEP=CBCMP, value=24.72 unit)",RCP_CBCMP_03,
PHO01,2026-03-05 13:56:12,INFO,"[I-5000] Recipe changed by operator (LOT=L26007, STEP=ETCH, value=1.08 unit)",RCP_ETCH_02,
CMP02,2026-03-05 13:56:16,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26095, STEP=PHOTO, value=2.77 unit)",RCP_PHOTO_05,E558527
PC01,2026-03-05 14:05:46,WARN,"[W-3305] Slurry flow low (LOT=L26107, STEP=CBCMP, value=4.28 unit)",RCP_CBCMP_01,
PHO01,2026-03-05 14:08:44,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26107, STEP=ETCH, value=22.89 unit)",RCP_ETCH_03,E638826
ETC01,2026-03-05 14:10:29,WARN,"[W-3306] Pad temperature drift (LOT=L26085, STEP=PHOTO, value=17.04 unit)",RCP_PHOTO_01,
ETC01,2026-03-05 14:22:41,ERROR,"[E-2011] RF power unstable (LOT=L26108, STEP=PHOTO, value=4.83 unit)",RCP_PHOTO_03,
PC01,2026-03-05 14:41:01,INFO,"[I-5000] Recipe changed by operator (LOT=L26035, STEP=ETCH, value=19.11 unit)",RCP_ETCH_03,
CMP01,2026-03-05 14:55:43,WARN,"[W-3305] Slurry flow low (LOT=L26117, STEP=PC, value=11.18 unit)",RCP_PC_03,
ETC01,2026-03-05 15:07:11,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26106, STEP=CBCMP, value=21.65 unit)",RCP_CBCMP_03,
PHO01,2026-03-05 15:18:07,ERROR,"[E-1023] Chamber pressure high (LOT=L26094, STEP=PHOTO, value=11.11 unit)",RCP_PHOTO_04,
PC01,2026-03-05 15:27:00,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26040, STEP=RMG, value=15.76 unit)",RCP_RMG_05,
PC01,2026-03-05 15:28:43,ERROR,"[E-2011] RF power unstable (LOT=L26018, STEP=PC, value=14.27 unit)",RCP_PC_02,E200030
CMP02,2026-03-05 15:34:08,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26045, STEP=ETCH, value=4.03 unit)",RCP_ETCH_02,
ETC01,2026-03-05 15:37:58,WARN,"[W-3305] Slurry flow low (LOT=L26059, STEP=RMG, value=10.63 unit)",RCP_RMG_05,E804797
ETC02,2026-03-05 15:53:15,INFO,"[I-5000] Recipe changed by operator (LOT=L26009, STEP=ETCH, value=17.78 unit)",RCP_ETCH_05,
PHO01,2026-03-05 15:59:24,WARN,"[W-3305] Slurry flow low (LOT=L26069, STEP=PC, value=1.55 unit)",RCP_PC_05,
ETC01,2026-03-05 16:10:17,INFO,"[I-5000] Recipe changed by operator (LOT=L26109, STEP=ETCH, value=6.31 unit)",RCP_ETCH_01,
ETC02,2026-03-05 16:24:31,INFO,"[I-5000] Recipe changed by operator (LOT=L26075, STEP=CBCMP, value=4.54 unit)",RCP_CBCMP_04,
CMP01,2026-03-05 16:29:37,ERROR,"[E-2011] RF power unstable (LOT=L26048, STEP=ETCH, value=23.82 unit)",RCP_ETCH_01,
ETC01,2026-03-05 16:54:22,ERROR,"[E-1023] Chamber pressure high (LOT=L26079, STEP=RMG, value=23.78 unit)",RCP_RMG_01,
PHO01,2026-03-05 16:58:20,INFO,"[I-5000] Recipe changed by operator (LOT=L26014, STEP=PC, value=7.4 unit)",RCP_PC_03,
CMP01,2026-03-05 17:17:45,WARN,"[W-3305] Slurry flow low (LOT=L26112, STEP=ETCH, value=8.4 unit)",RCP_ETCH_03,E303316
ETC02,2026-03-05 17:29:04,WARN,"[W-3306] Pad temperature drift (LOT=L26111, STEP=PHOTO, value=23.72 unit)",RCP_PHOTO_04,
PHO01,2026-03-05 17:36:38,WARN,"[W-3305] Slurry flow low (LOT=L26043, STEP=CBCMP, value=22.24 unit)",RCP_CBCMP_05,
PC01,2026-03-05 17:52:43,ERROR,"[E-2011] RF power unstable (LOT=L26016, STEP=ETCH, value=5.63 unit)",RCP_ETCH_03,
PHO01,2026-03-05 17:59:21,WARN,"[W-3306] Pad temperature drift (LOT=L26001, STEP=ETCH, value=12.92 unit)",RCP_ETCH_03,E831772
CMP02,2026-03-05 18:04:08,WARN,"[W-3305] Slurry flow low (LOT=L26116, STEP=RMG, value=12.63 unit)",RCP_RMG_04,
CMP01,2026-03-05 18:04:25,ERROR,"[E-1023] Chamber pressure high (LOT=L26026, STEP=RMG, value=1.72 unit)",RCP_RMG_03,E491068
PC01,2026-03-05 18:05:22,WARN,"[W-3305] Slurry flow low (LOT=L26078, STEP=RMG, value=16.64 unit)",RCP_RMG_05,E396308
ETC01,2026-03-05 18:17:51,ERROR,"[E-2011] RF power unstable (LOT=L26047, STEP=RMG, value=15.77 unit)",RCP_RMG_04,
CMP02,2026-03-05 18:55:31,INFO,"[I-5000] Recipe changed by operator (LOT=L26026, STEP=PC, value=15.66 unit)",RCP_PC_05,
CMP01,2026-03-05 18:56:12,WARN,"[W-3306] Pad temperature drift (LOT=L26073, STEP=RMG, value=1.39 unit)",RCP_RMG_05,E173893
CMP02,2026-03-05 19:03:02,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26032, STEP=PHOTO, value=20.57 unit)",RCP_PHOTO_01,E587817
CMP02,2026-03-05 19:23:31,INFO,"[I-5000] Recipe changed by operator (LOT=L26078, STEP=PHOTO, value=6.75 unit)",RCP_PHOTO_01,
ETC02,2026-03-05 19:29:03,INFO,"[I-5000] Recipe changed by operator (LOT=L26051, STEP=RMG, value=6.38 unit)",RCP_RMG_03,
CMP01,2026-03-05 19:41:01,ERROR,"[E-1023] Chamber pressure high (LOT=L26089, STEP=RMG, value=16.9 unit)",RCP_RMG_04,
PC01,2026-03-05 19:44:28,ERROR,"[E-1023] Chamber pressure high (LOT=L26025, STEP=RMG, value=3.23 unit)",RCP_RMG_05,E201050
PC01,2026-03-05 19:50:40,ERROR,"[E-1023] Chamber pressure high (LOT=L26111, STEP=PHOTO, value=6.66 unit)",RCP_PHOTO_05,
ETC01,2026-03-05 19:52:41,ERROR,"[E-2011] RF power unstable (LOT=L26076, STEP=PC, value=20.45 unit)",RCP_PC_05,
CMP01,2026-03-05 19:59:54,WARN,"[W-3306] Pad temperature drift (LOT=L26031, STEP=CBCMP, value=12.81 unit)",RCP_CBCMP_03,E934981
PHO01,2026-03-05 20:16:57,INFO,"[I-5000] Recipe changed by operator (LOT=L26006, STEP=PHOTO, value=10.93 unit)",RCP_PHOTO_04,
ETC01,2026-03-05 20:20:45,WARN,"[W-3306] Pad temperature drift (LOT=L26004, STEP=PC, value=15.58 unit)",RCP_PC_05,
ETC01,2026-03-05 20:33:41,ERROR,"[E-2011] RF power unstable (LOT=L26053, STEP=PHOTO, value=22.51 unit)",RCP_PHOTO_01,
PC01,2026-03-05 20:36:16,ERROR,"[E-2011] RF power unstable (LOT=L26047, STEP=ETCH, value=19.62 unit)",RCP_ETCH_02,
ETC02,2026-03-05 20:53:22,ERROR,"[E-1023] Chamber pressure high (LOT=L26011, STEP=RMG, value=8.08 unit)",RCP_RMG_03,E372445
CMP01,2026-03-05 20:59:34,INFO,"[I-5000] Recipe changed by operator (LOT=L26014, STEP=ETCH, value=7.55 unit)",RCP_ETCH_04,
PHO01,2026-03-05 21:00:22,WARN,"[W-3306] Pad temperature drift (LOT=L26108, STEP=CBCMP, value=17.03 unit)",RCP_CBCMP_03,
CMP02,2026-03-05 21:28:05,WARN,"[W-3305] Slurry flow low (LOT=L26040, STEP=PC, value=12.6 unit)",RCP_PC_02,
ETC02,2026-03-05 21:42:45,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26052, STEP=ETCH, value=21.1 unit)",RCP_ETCH_03,
CMP02,2026-03-05 21:46:31,ERROR,"[E-2011] RF power unstable (LOT=L26106, STEP=PHOTO, value=19.04 unit)",RCP_PHOTO_02,
CMP01,2026-03-05 22:05:23,ERROR,"[E-2011] RF power unstable (LOT=L26033, STEP=RMG, value=10.54 unit)",RCP_RMG_01,E117203
CMP02,2026-03-05 22:28:54,INFO,"[I-5000] Recipe changed by operator (LOT=L26060, STEP=RMG, value=2.03 unit)",RCP_RMG_05,
PHO01,2026-03-05 22:42:13,WARN,"[W-3306] Pad temperature drift (LOT=L26061, STEP=PHOTO, value=1.01 unit)",RCP_PHOTO_01,
PC01,2026-03-05 22:54:45,ERROR,"[E-2011] RF power unstable (LOT=L26046, STEP=PHOTO, value=9.9 unit)",RCP_PHOTO_04,
PHO01,2026-03-05 23:12:33,INFO,"[I-5000] Recipe changed by operator (LOT=L26047, STEP=RMG, value=8.0 unit)",RCP_RMG_03,
CMP02,2026-03-05 23:36:31,WARN,"[W-3305] Slurry flow low (LOT=L26093, STEP=RMG, value=21.23 unit)",RCP_RMG_02,E406774
ETC01,2026-03-05 23:49:23,INFO,"[I-5000] Recipe changed by operator (LOT=L26096, STEP=RMG, value=16.15 unit)",RCP_RMG_05,
PC01,2026-03-06 00:05:28,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26072, STEP=PC, value=16.28 unit)",RCP_PC_01,E415179
CMP02,2026-03-06 00:19:48,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26028, STEP=PC, value=15.36 unit)",RCP_PC_03,E903973
CMP02,2026-03-06 00:27:05,WARN,"[W-3305] Slurry flow low (LOT=L26049, STEP=PHOTO, value=3.26 unit)",RCP_PHOTO_03,
PHO01,2026-03-06 00:51:17,ERROR,"[E-1023] Chamber pressure high (LOT=L26079, STEP=RMG, value=17.95 unit)",RCP_RMG_02,E100403
CMP01,2026-03-06 00:51:23,WARN,"[W-3306] Pad temperature drift (LOT=L26105, STEP=PC, value=5.3 unit)",RCP_PC_02,
ETC02,2026-03-06 00:53:01,WARN,"[W-3305] Slurry flow low (LOT=L26118, STEP=RMG, value=7.2 unit)",RCP_RMG_02,E799760
ETC02,2026-03-06 00:56:00,WARN,"[W-3306] Pad temperature drift (LOT=L26036, STEP=PHOTO, value=8.68 unit)",RCP_PHOTO_02,
ETC01,2026-03-06 01:04:34,WARN,"[W-3306] Pad temperature drift (LOT=L26059, STEP=CBCMP, value=2.41 unit)",RCP_CBCMP_03,E700868
ETC01,2026-03-06 01:08:12,ERROR,"[E-2011] RF power unstable (LOT=L26046, STEP=PC, value=5.98 unit)",RCP_PC_05,
CMP02,2026-03-06 01:24:43,ERROR,"[E-2011] RF power unstable (LOT=L26109, STEP=PHOTO, value=2.66 unit)",RCP_PHOTO_02,E697669
ETC01,2026-03-06 02:00:48,ERROR,"[E-2011] RF power unstable (LOT=L26096, STEP=ETCH, value=22.92 unit)",RCP_ETCH_04,
CMP02,2026-03-06 02:14:53,ERROR,"[E-4102] Wafer transfer timeout (LOT=L26021, STEP=RMG, value=18.64 unit)",RCP_RMG_02,
CMP02,2026-03-06 02:17:46,INFO,"[I-5000] Recipe changed by operator (LOT=L26097, STEP=CBCMP, value=15.92 unit)",RCP_CBCMP_02,
PHO01,2026-03-06 02:24:59,ERROR,"[E-2011] RF power unstable (LOT=L26095, STEP=PHOTO, value=7.0 unit)",RCP_PHOTO_02,
PHO01,2026-03-06 02:28:34,ERROR,"[E-1023] Chamber pressure high (LOT=L26110, STEP=PC, value=20.89 unit)",RCP_PC_05,E852637
CMP01,2026-03-06 02:48:25,WARN,"[W-3306] Pad temperature drift (LOT=L26007, STEP=CBCMP, value=24.59 unit)",RCP_CBCMP_02,E158366
CMP01,2026-03-06 02:57:19,ERROR,"[E-1023] Chamber pressure high (LOT=L26061, STEP=RMG, value=3.8 unit)",RCP_RMG_03,E896394
ETC02,2026-03-06 02:58:41,ERROR,"[E-2011] RF power unstable (LOT=L26039, STEP=PHOTO, value=23.56 unit)",RCP_PHOTO_04,
CMP02,2026-03-06 03:00:11,WARN,"[W-3305] Slurry flow low (LOT=L26111, STEP=CBCMP, value=15.29 unit)",RCP_CBCMP_03,E936478
ETC02,2026-03-06 03:00:16,WARN,"[W-3306] Pad temperature drift (LOT=L26007, STEP=ETCH, value=6.37 unit)",RCP_ETCH_05,
