LOT_ID,JOIN_ID,WAFER_NO,STEP_DESC,EQP_ID,CHAMBER,MEAS_TIME,THICKNESS,CD,TEMP,PRESSURE,PARTICLE_CNT,SIZE_Y,IS_DEFECT,OPER_ID
L26029,L26029,21,PC,PC01,C,2026-03-06 15:30:41,518.995,32.801,229.89,12.128,7,1.079,REAL,E382687
L26077,L26077,12,PHOTO,PHO01,C,2026-03-06 15:31:24,89.4,32.136,233.5,11.604,2,0.856,FALSE,E839865
L26030,L26030,25,PHOTO,PHO01,A,2026-03-06 15:31:30,89.606,31.631,238.31,12.119,4,0.743,FALSE,E866540
L26042,L26042,3,CBCMP,CMP02,C,2026-03-06 15:32:06,986.06,33.927,235.13,11.766,5,1.324,REAL,E587883
L26029,L26029,22,PC,PC01,C,2026-03-06 15:32:24,517.583,32.182,232.08,12.387,5,1.639,FALSE,E953754
L26103,L26103,11,ETCH,ETC01,B,2026-03-06 15:33:42,145.838,32.328,234.79,11.595,3,1.3,FALSE,E243778
L26029,L26029,23,PC,PC01,C,2026-03-06 15:34:06,512.643,31.527,234.87,12.167,3,0.829,FALSE,E783615
L26042,L26042,5,CBCMP,CMP02,C,2026-03-06 15:35:30,980.658,34.1,239.1,11.929,5,1.04,FALSE,E580420
L26029,L26029,24,PC,PC01,C,2026-03-06 15:35:48,507.909,31.549,235.32,11.577,6,1.482,REAL,E224121
L26103,L26103,13,ETCH,ETC01,B,2026-03-06 15:37:05,,32.438,239.75,11.904,4,,FALSE,E894002
L26029,L26029,25,PC,PC01,C,2026-03-06 15:37:30,506.359,31.287,233.62,11.716,3,1.134,REAL,E437239
L26042,L26042,7,CBCMP,CMP02,C,2026-03-06 15:38:54,986.99,,230.53,12.384,2,0.844,FALSE,E281058
L26034,L26034,1,PHOTO,PHO01,A,2026-03-06 15:39:42,87.029,32.118,227.57,12.076,5,1.495,FALSE,E201895
L26103,L26103,15,ETCH,ETC01,B,2026-03-06 15:40:30,145.558,32.532,242.59,12.133,8,0.489,REAL,E315846
L26085,L26085,1,PC,PC01,C,2026-03-06 15:40:42,519.925,31.657,234.97,12.562,5,1.561,FALSE,E295097
L26042,L26042,9,CBCMP,CMP02,C,2026-03-06 15:42:17,1002.046,33.032,241.19,12.065,4,1.711,FALSE,E399730
L26034,L26034,3,PHOTO,PHO01,A,2026-03-06 15:43:06,88.681,31.36,238.68,12.673,5,1.304,FALSE,E382558
L26034,L26034,3,PHOTO,PHO01,A,2026-03-06 15:43:06,88.681,31.36,238.68,12.673,5,1.304,FALSE,E382558
L26103,L26103,17,ETCH,ETC01,B,2026-03-06 15:43:54,143.745,,240.13,11.297,2,1.255,FALSE,E970111
L26085,L26085,3,PC,PC01,C,2026-03-06 15:44:06,527.35,31.777,235.87,11.924,3,1.148,FALSE,E258423
L26042,L26042,11,CBCMP,CMP02,C,2026-03-06 15:45:42,990.536,33.145,,11.822,1,0.977,FALSE,E595974
L26034,L26034,5,PHOTO,PHO01,A,2026-03-06 15:46:30,87.936,32.05,234.67,11.475,6,1.376,FALSE,E521176
L26029,L26029,4,PC,PC01,C,2026-03-06 15:46:48,518.5884064867132,31.08,239.87,11.783,0,1.199,FALSE,E651691
L26103,L26103,19,ETCH,ETC01,B,2026-03-06 15:47:17,142.488,32.303,235.67,12.349,3,1.272,FALSE,E516015
L26085,L26085,5,PC,PC01,C,2026-03-06 15:47:30,527.056,,234.05,12.431,3,0.923,FALSE,E374429
L26054,L26054,1,PC,PC01,A,2026-03-06 15:47:42,517.083,31.561,234.02,12.537,2,1.152,FALSE,E733543
L26042,L26042,13,CBCMP,CMP02,C,2026-03-06 15:49:05,1005.961,33.286,230.71,11.987,8,0.663,FALSE,E880674
L26034,L26034,7,PHOTO,PHO01,A,2026-03-06 15:49:54,86.515,31.302,232.36,12.508,1,0.963,FALSE,E759218
L26103,L26103,21,ETCH,ETC01,B,2026-03-06 15:50:41,143.304,31.882,236.45,11.875,2,1.559,FALSE,E513654
L26111,L26111,11,PHOTO,PHO02,A,2026-03-06 15:50:42,90.03085749628247,33.102,234.31,12.419,5,0.996,FALSE,E265493
L26085,L26085,7,PC,PC01,C,2026-03-06 15:50:54,523.775,32.112,233.99,11.917,8,,FALSE,E405306
L26054,L26054,3,PC,PC01,A,2026-03-06 15:51:06,515.56,31.628,238.35,11.427,4,1.584,FALSE,E862507
L26015,L26015,25,CBCMP,CMP01,C,2026-03-06 15:52:30,987.3133827194146,31.311,233.04,12.139,3,0.995,FALSE,E270409
L26042,L26042,15,CBCMP,CMP02,C,2026-03-06 15:52:30,988.661,32.999,235.4,12.498,4,0.738,FALSE,E688609
L26034,L26034,9,PHOTO,PHO01,A,2026-03-06 15:53:17,87.562,32.432,232.49,12.628,4,1.078,FALSE,E402901
L26103,L26103,23,ETCH,ETC01,B,2026-03-06 15:54:06,144.096,31.744,231.35,12.575,2,1.057,FALSE,E471540
L26085,L26085,9,PC,PC01,C,2026-03-06 15:54:17,522.478,31.576,234.24,11.678,5,1.539,FALSE,E967799
L26054,L26054,5,PC,PC01,A,2026-03-06 15:54:30,521.515,31.976,229.45,11.753,2,1.516,FALSE,E234546
L26042,L26042,17,CBCMP,CMP02,C,2026-03-06 15:55:54,999.816,33.255,234.93,11.974,3,1.171,REAL,E549916
L26034,L26034,11,PHOTO,PHO01,A,2026-03-06 15:56:42,87.221,32.431,234.35,10.897,1,1.593,FALSE,E957826
L26103,L26103,25,ETCH,ETC01,B,2026-03-06 15:57:30,145.256,32.177,230.07,13.026,1,1.699,FALSE,E762427
L26085,L26085,11,PC,PC01,C,2026-03-06 15:57:42,527.349,32.003,235.73,12.56,5,0.819,FALSE,E600100
L26054,L26054,7,PC,PC01,A,2026-03-06 15:57:54,520.988,31.618,235.84,12.059,4,1.154,FALSE,E114486
L26029,L26029,11,PC,PC01,C,2026-03-06 15:58:42,522.7508472696237,31.251,234.31,11.575,3,1.149,FALSE,E980120
L26042,L26042,19,CBCMP,CMP02,C,2026-03-06 15:59:17,995.472,33.281,233.56,11.285,3,0.872,FALSE,E810163
L26085,L26085,13,PC,PC01,C,2026-03-06 16:01:05,,32.275,234.21,10.931,4,1.268,REAL,E584614
L26054,L26054,9,PC,PC01,A,2026-03-06 16:01:17,528.57,31.512,232.13,12.015,5,0.747,FALSE,E167249
L26042,L26042,21,CBCMP,CMP02,C,2026-03-06 16:02:41,986.404,32.19,238.79,12.232,5,1.61,FALSE,E252829
L26085,L26085,15,PC,PC01,C,2026-03-06 16:04:30,531.524,31.677,238.07,12.346,5,1.905,FALSE,E985639
L26054,L26054,11,PC,PC01,A,2026-03-06 16:04:42,,31.91,235.75,11.976,4,1.508,FALSE,E911458
L26042,L26042,23,CBCMP,CMP02,C,2026-03-06 16:06:06,986.95,33.635,235.68,11.73,7,1.164,FALSE,E310063
L26111,L26111,21,PHOTO,PHO02,A,2026-03-06 16:07:41,88.40074242629477,32.739,234.37,12.202,8,1.298,FALSE,E764435
L26077,L26077,7,PHOTO,PHO01,C,2026-03-06 16:07:54,88.92999030039307,32.252,235.95,12.627,9,1.118,FALSE,E827967
L26085,L26085,17,PC,PC01,C,2026-03-06 16:07:54,536.446,31.661,239.0,11.423,6,1.1,FALSE,E405578
L26054,L26054,13,PC,PC01,A,2026-03-06 16:08:05,516.809,31.4,236.3,11.759,8,1.087,FALSE,E363303
L26042,L26042,25,CBCMP,CMP02,C,2026-03-06 16:09:30,989.918,32.838,233.82,11.991,4,1.354,FALSE,E419707
L26085,L26085,19,PC,PC01,C,2026-03-06 16:11:17,534.033,32.293,226.76,11.48,3,1.279,FALSE,E216980
L26054,L26054,15,PC,PC01,A,2026-03-06 16:11:30,522.256,31.453,241.25,11.697,5,0.868,FALSE,E463976
L26085,L26085,21,PC,PC01,C,2026-03-06 16:14:41,532.43,31.992,232.36,12.077,3,1.24,FALSE,E831143
L26054,L26054,17,PC,PC01,A,2026-03-06 16:14:54,521.103,32.26,238.87,12.916,2,0.657,FALSE,E351133
L26085,L26085,23,PC,PC01,C,2026-03-06 16:18:06,536.165,32.273,230.85,12.264,3,1.04,FALSE,E507194
L26054,L26054,19,PC,PC01,A,2026-03-06 16:18:17,519.702,31.308,236.83,11.769,3,1.3,FALSE,E178776
L26085,L26085,25,PC,PC01,C,2026-03-06 16:21:30,530.155,32.102,242.1,11.962,7,1.227,FALSE,E181083
L26054,L26054,21,PC,PC01,A,2026-03-06 16:21:41,527.429,31.192,231.73,11.969,4,1.084,FALSE,E472444
L26042,L26042,7,CBCMP,CMP02,C,2026-03-06 16:23:54,982.1619581449118,,230.53,12.384,2,0.844,FALSE,E281058
L26054,L26054,23,PC,PC01,A,2026-03-06 16:25:06,523.988,31.816,233.97,12.47,5,1.137,FALSE,E402264
L26099,L26099,1,RMG,RMG01,A,2026-03-06 16:26:42,304.163,31.892,236.6,12.467,7,0.925,FALSE,E305722
L26109,L26109,1,CBCMP,CMP02,A,2026-03-06 16:27:42,974.615,33.696,235.43,11.741,5,1.203,FALSE,E690363
L26054,L26054,25,PC,PC01,A,2026-03-06 16:28:30,528.393,31.81,231.75,11.389,5,0.794,FALSE,E810246
L26099,L26099,3,RMG,RMG01,A,2026-03-06 16:30:06,305.006,32.123,233.82,11.678,4,1.371,FALSE,E186095
L26109,L26109,3,CBCMP,CMP02,A,2026-03-06 16:31:06,985.578,33.319,240.59,12.118,5,1.011,FALSE,E763883
L26103,L26103,19,ETCH,ETC01,B,2026-03-06 16:32:17,144.63208082766093,32.303,235.67,12.349,3,1.272,FALSE,E516015
L26099,L26099,5,RMG,RMG01,A,2026-03-06 16:33:30,307.853,31.097,236.07,12.085,2,0.621,FALSE,E990583
L26109,L26109,5,CBCMP,CMP02,A,2026-03-06 16:34:30,979.904,33.71,234.14,11.908,4,1.74,FALSE,E123634
L26009,L26009,1,PC,PC02,A,2026-03-06 16:35:42,515.427,32.841,232.32,11.951,2,0.369,FALSE,E557669
L26099,L26099,7,RMG,RMG01,A,2026-03-06 16:36:54,303.136,32.503,236.03,11.814,4,0.963,FALSE,E582869
L26009,L26009,2,PC,PC02,A,2026-03-06 16:37:24,519.698,33.32,,11.799,10,1.613,FALSE,E680681
L26109,L26109,7,CBCMP,CMP02,A,2026-03-06 16:37:54,979.167,33.467,239.69,12.285,5,1.098,FALSE,E544278
L26009,L26009,3,PC,PC02,A,2026-03-06 16:39:06,520.193,,232.29,13.032,3,,FALSE,E361139
L26099,L26099,9,RMG,RMG01,A,2026-03-06 16:40:17,303.095,31.843,232.24,12.572,5,1.383,FALSE,E752515
L26009,L26009,4,PC,PC02,A,2026-03-06 16:40:48,522.496,,232.66,12.22,4,0.72,FALSE,E283178
L26109,L26109,9,CBCMP,CMP02,A,2026-03-06 16:41:17,960.452,33.24,238.14,11.675,3,,FALSE,E520406
L26009,L26009,5,PC,PC02,A,2026-03-06 16:42:30,521.394,33.524,236.53,12.522,4,1.294,FALSE,E276954
L26099,L26099,11,RMG,RMG01,A,2026-03-06 16:43:42,309.846,31.599,236.56,12.392,6,1.45,FALSE,E610358
L26009,L26009,6,PC,PC02,A,2026-03-06 16:44:12,520.05,33.619,231.61,12.401,2,0.838,FALSE,E515959
L26109,L26109,11,CBCMP,CMP02,A,2026-03-06 16:44:42,985.014,33.162,235.46,12.239,4,1.135,FALSE,E532303
L26009,L26009,7,PC,PC02,A,2026-03-06 16:45:54,514.953,33.512,238.03,11.156,7,1.942,FALSE,E104960
L26053,L26053,1,PHOTO,PHO01,B,2026-03-06 16:46:42,88.928,32.093,233.07,11.286,6,0.726,FALSE,E900949
L26009,L26009,8,PC,PC02,A,2026-03-06 16:47:36,524.327,32.795,233.75,11.754,3,1.022,FALSE,E515190
L26109,L26109,13,CBCMP,CMP02,A,2026-03-06 16:48:05,967.565,33.771,224.16,11.788,2,1.448,FALSE,E624217
L26009,L26009,9,PC,PC02,A,2026-03-06 16:49:17,512.946,33.186,236.89,11.527,8,1.323,FALSE,E107108
L26053,L26053,3,PHOTO,PHO01,B,2026-03-06 16:50:06,87.906,31.72,229.23,11.862,4,1.423,FALSE,E136360
L26009,L26009,10,PC,PC02,A,2026-03-06 16:51:00,524.148,33.571,237.11,11.85,1,1.073,REAL,E295200
L26109,L26109,15,CBCMP,CMP02,A,2026-03-06 16:51:30,977.729,33.706,232.99,12.34,5,1.261,FALSE,E402509
L26009,L26009,11,PC,PC02,A,2026-03-06 16:52:42,522.153,33.232,239.19,11.79,6,1.893,FALSE,E584747
L26053,L26053,5,PHOTO,PHO01,B,2026-03-06 16:53:30,88.066,31.569,234.19,12.019,3,0.875,FALSE,E710407
L26009,L26009,12,PC,PC02,A,2026-03-06 16:54:24,515.374,33.131,233.74,11.988,1,1.649,FALSE,E954873
L26109,L26109,17,CBCMP,CMP02,A,2026-03-06 16:54:54,975.03,33.365,232.86,11.748,2,0.927,FALSE,E928171
L26009,L26009,13,PC,PC02,A,2026-03-06 16:56:05,518.422,32.983,233.52,12.06,3,,FALSE,E149388
L26054,L26054,15,PC,PC01,A,2026-03-06 16:56:30,513.1748165815732,31.453,241.25,11.697,5,0.868,FALSE,E463976
L26053,L26053,7,PHOTO,PHO01,B,2026-03-06 16:56:54,87.138,32.202,237.91,11.569,2,1.252,FALSE,E455101
L26009,L26009,14,PC,PC02,A,2026-03-06 16:57:48,520.276,33.392,234.51,11.481,3,1.218,FALSE,E373167
L26109,L26109,19,CBCMP,CMP02,A,2026-03-06 16:58:17,949.06,33.09,234.2,12.51,5,1.198,FALSE,E111116
L26009,L26009,15,PC,PC02,A,2026-03-06 16:59:30,520.746,33.57,234.1,12.067,2,1.075,FALSE,E334570
L26053,L26053,9,PHOTO,PHO01,B,2026-03-06 17:00:17,88.124,31.597,237.17,12.034,7,1.36,FALSE,E720497
L26009,L26009,16,PC,PC02,A,2026-03-06 17:01:12,520.659,32.756,231.02,11.77,1,1.361,REAL,E444877
L26109,L26109,21,CBCMP,CMP02,A,2026-03-06 17:01:41,975.606,33.949,229.66,12.069,4,1.2,FALSE,E567901
L26009,L26009,17,PC,PC02,A,2026-03-06 17:02:54,522.651,33.65,235.23,11.937,4,1.562,FALSE,E437833
L26053,L26053,11,PHOTO,PHO01,B,2026-03-06 17:03:42,88.388,31.767,241.81,12.48,7,1.367,FALSE,E648893
L26009,L26009,18,PC,PC02,A,2026-03-06 17:04:35,514.644,33.225,235.87,11.506,4,1.152,FALSE,E112424
L26109,L26109,23,CBCMP,CMP02,A,2026-03-06 17:05:06,969.117,32.849,240.41,11.706,3,1.064,FALSE,E621334
L26009,L26009,19,PC,PC02,A,2026-03-06 17:06:17,516.691,33.064,234.56,12.299,3,1.381,FALSE,E297552
L26053,L26053,13,PHOTO,PHO01,B,2026-03-06 17:07:05,88.02,32.628,,12.13,3,1.783,FALSE,E459882
L26009,L26009,20,PC,PC02,A,2026-03-06 17:08:00,525.156,33.766,227.31,11.736,8,0.69,FALSE,E295859
L26109,L26109,25,CBCMP,CMP02,A,2026-03-06 17:08:30,968.084,33.37,236.4,11.755,4,1.263,FALSE,E840467
L26009,L26009,21,PC,PC02,A,2026-03-06 17:09:41,514.363,33.834,235.37,11.377,1,0.506,FALSE,E849397
L26053,L26053,15,PHOTO,PHO01,B,2026-03-06 17:10:30,88.536,31.663,236.42,11.421,6,1.853,FALSE,E317900
L26000,L26000,1,PHOTO,PHO02,C,2026-03-06 17:10:42,86.636,33.304,230.47,11.862,5,0.861,FALSE,E511718
L26009,L26009,22,PC,PC02,A,2026-03-06 17:11:24,526.146,32.703,231.58,12.921,5,1.078,FALSE,E337078
L26009,L26009,23,PC,PC02,A,2026-03-06 17:13:06,528.788,,,11.604,2,1.091,FALSE,E557908
L26053,L26053,17,PHOTO,PHO01,B,2026-03-06 17:13:54,87.902,31.781,238.11,12.128,3,0.86,FALSE,E895137
L26000,L26000,3,PHOTO,PHO02,C,2026-03-06 17:14:06,87.658,33.585,239.2,11.579,10,1.27,REAL,E852391
L26009,L26009,24,PC,PC02,A,2026-03-06 17:14:48,518.929,33.315,237.14,12.252,6,1.121,FALSE,E671163
L26009,L26009,25,PC,PC02,A,2026-03-06 17:16:30,521.458,33.168,229.17,11.624,4,1.252,FALSE,E246309
L26053,L26053,19,PHOTO,PHO01,B,2026-03-06 17:17:17,,31.404,237.3,11.874,4,1.292,FALSE,E375137
L26000,L26000,5,PHOTO,PHO02,C,2026-03-06 17:17:30,87.428,33.385,234.18,11.885,2,1.462,FALSE,E329578
L26053,L26053,21,PHOTO,PHO01,B,2026-03-06 17:20:41,88.269,32.27,236.23,11.543,2,0.585,FALSE,E556135
L26000,L26000,7,PHOTO,PHO02,C,2026-03-06 17:20:54,87.098,32.871,,11.681,7,1.066,FALSE,E179066
L26053,L26053,23,PHOTO,PHO01,B,2026-03-06 17:24:06,87.636,31.554,236.04,12.55,3,0.6,FALSE,E801765
L26000,L26000,9,PHOTO,PHO02,C,2026-03-06 17:24:17,87.709,33.367,233.8,12.106,3,1.319,FALSE,E172986
L26053,L26053,25,PHOTO,PHO01,B,2026-03-06 17:27:30,88.55,31.967,229.68,11.934,3,1.443,FALSE,E555517
L26000,L26000,11,PHOTO,PHO02,C,2026-03-06 17:27:42,86.195,33.829,240.16,12.131,1,,FALSE,E879927
L26046,L26046,1,RMG,RMG02,A,2026-03-06 17:28:42,311.301,32.891,234.62,12.333,5,1.244,FALSE,E412031
L26083,L26083,1,CBCMP,CMP02,C,2026-03-06 17:29:42,984.337,32.865,236.5,11.907,7,1.971,FALSE,E295007
L26000,L26000,13,PHOTO,PHO02,C,2026-03-06 17:31:05,86.917,33.861,237.26,11.946,4,1.656,FALSE,E706213
L26046,L26046,3,RMG,RMG02,A,2026-03-06 17:32:06,306.631,33.229,236.02,12.627,6,1.419,FALSE,E143512
L26083,L26083,3,CBCMP,CMP02,C,2026-03-06 17:33:06,972.149,33.916,231.43,12.225,15,1.583,FALSE,E676189
L26083,L26083,3,CBCMP,CMP02,C,2026-03-06 17:33:06,972.149,33.916,231.43,12.225,15,1.583,FALSE,E676189
L26000,L26000,15,PHOTO,PHO02,C,2026-03-06 17:34:30,86.359,33.766,231.15,0.0,2,,FALSE,E472520
L26046,L26046,5,RMG,RMG02,A,2026-03-06 17:35:30,307.27,33.178,230.57,11.922,3,0.983,FALSE,E331701
L26083,L26083,5,CBCMP,CMP02,C,2026-03-06 17:36:30,1005.719,32.91,233.13,11.986,7,1.013,FALSE,E903204
L26000,L26000,17,PHOTO,PHO02,C,2026-03-06 17:37:54,87.649,32.678,236.4,12.342,3,1.142,FALSE,E518585
L26053,L26053,5,PHOTO,PHO01,B,2026-03-06 17:38:30,88.91092675953495,31.569,234.19,12.019,3,0.875,FALSE,E710407
L26046,L26046,7,RMG,RMG02,A,2026-03-06 17:38:54,311.604,33.682,233.15,11.057,3,1.183,FALSE,E523232
L26083,L26083,7,CBCMP,CMP02,C,2026-03-06 17:39:54,982.613,32.605,238.64,11.879,2,1.545,FALSE,E557858
L26000,L26000,19,PHOTO,PHO02,C,2026-03-06 17:41:17,86.822,32.247,242.66,11.855,3,1.854,FALSE,E916676
L26046,L26046,9,RMG,RMG02,A,2026-03-06 17:42:17,309.027,33.068,228.17,12.316,0,1.43,FALSE,E878860
L26083,L26083,9,CBCMP,CMP02,C,2026-03-06 17:43:17,978.759,33.349,234.75,12.432,6,1.116,FALSE,E204168
L26000,L26000,21,PHOTO,PHO02,C,2026-03-06 17:44:41,87.066,33.216,234.3,12.394,4,1.408,FALSE,E740242
L26046,L26046,11,RMG,RMG02,A,2026-03-06 17:45:42,312.805,33.708,236.55,12.264,6,1.149,FALSE,E989457
L26083,L26083,11,CBCMP,CMP02,C,2026-03-06 17:46:42,990.374,33.702,237.13,12.213,4,0.741,FALSE,E805928
L26000,L26000,23,PHOTO,PHO02,C,2026-03-06 17:48:06,86.809,32.844,230.21,11.577,2,1.477,FALSE,E649893
L26083,L26083,13,CBCMP,CMP02,C,2026-03-06 17:50:05,975.338,32.972,234.1,11.133,2,1.299,FALSE,E841594
L26000,L26000,25,PHOTO,PHO02,C,2026-03-06 17:51:30,87.669,33.359,233.55,11.977,4,,REAL,E667201
L26083,L26083,15,CBCMP,CMP02,C,2026-03-06 17:53:30,990.579,33.66,236.34,11.715,4,1.698,FALSE,E429006
L26083,L26083,17,CBCMP,CMP02,C,2026-03-06 17:56:54,978.789,32.864,236.02,12.035,3,0.756,FALSE,E369046
L26009,L26009,23,PC,PC02,A,2026-03-06 17:58:06,522.6961268138181,,,11.604,2,1.091,FALSE,E557908
L26047,L26047,1,RMG,RMG02,C,2026-03-06 17:58:42,315.552,,235.57,12.128,11,1.253,FALSE,E724347
L26083,L26083,19,CBCMP,CMP02,C,2026-03-06 18:00:17,,33.239,242.96,11.87,1,1.677,FALSE,E734850
L26119,L26119,1,PHOTO,PHO01,B,2026-03-06 18:00:42,88.966,32.325,234.48,12.121,6,1.035,FALSE,E183390
L26047,L26047,3,RMG,RMG02,C,2026-03-06 18:02:06,311.549,32.839,230.08,11.97,3,1.019,FALSE,E393873
L26119,L26119,2,PHOTO,PHO01,B,2026-03-06 18:02:24,86.898,32.399,235.03,11.204,4,1.245,FALSE,E509188
L26083,L26083,21,CBCMP,CMP02,C,2026-03-06 18:03:41,989.264,33.135,236.51,11.842,7,0.797,FALSE,E622457
L26119,L26119,3,PHOTO,PHO01,B,2026-03-06 18:04:06,87.626,32.105,242.12,12.336,8,1.232,FALSE,E260108
L26047,L26047,5,RMG,RMG02,C,2026-03-06 18:05:30,312.766,33.433,237.14,11.972,2,1.184,FALSE,E213292
L26119,L26119,4,PHOTO,PHO01,B,2026-03-06 18:05:48,88.081,32.049,235.29,12.11,2,0.895,FALSE,E893761
L26083,L26083,23,CBCMP,CMP02,C,2026-03-06 18:07:06,973.223,32.775,237.55,12.517,4,0.514,REAL,E514863
L26119,L26119,5,PHOTO,PHO01,B,2026-03-06 18:07:30,87.152,32.691,241.16,11.618,2,1.314,FALSE,E178990
L26028,L26028,1,ETCH,ETC01,A,2026-03-06 18:07:42,143.179,30.919,236.5,11.606,2,0.947,FALSE,E419914
L26047,L26047,7,RMG,RMG02,C,2026-03-06 18:08:54,312.553,32.601,230.0,12.181,7,1.126,FALSE,E482259
L26119,L26119,6,PHOTO,PHO01,B,2026-03-06 18:09:12,87.84,31.906,232.6,11.994,6,0.99,REAL,E236762
L26028,L26028,2,ETCH,ETC01,A,2026-03-06 18:09:24,144.43,32.151,232.05,12.648,3,1.201,FALSE,E726572
L26083,L26083,25,CBCMP,CMP02,C,2026-03-06 18:10:30,978.742,33.611,231.59,12.342,2,1.202,FALSE,E596285
L26119,L26119,7,PHOTO,PHO01,B,2026-03-06 18:10:54,87.084,32.255,237.14,12.578,6,1.482,FALSE,E391866
L26028,L26028,3,ETCH,ETC01,A,2026-03-06 18:11:06,143.983,31.909,227.92,11.934,4,1.332,FALSE,E717933
L26047,L26047,9,RMG,RMG02,C,2026-03-06 18:12:17,311.185,33.058,235.77,11.556,7,1.362,FALSE,E226962
L26119,L26119,8,PHOTO,PHO01,B,2026-03-06 18:12:36,87.578,31.987,239.34,11.561,3,1.188,FALSE,E553865
L26119,L26119,8,PHOTO,PHO01,B,2026-03-06 18:12:36,87.578,31.987,239.34,11.561,3,1.188,FALSE,E553865
L26028,L26028,4,ETCH,ETC01,A,2026-03-06 18:12:48,143.809,32.532,240.05,12.578,5,1.461,FALSE,E670955
L26119,L26119,9,PHOTO,PHO01,B,2026-03-06 18:14:17,86.385,31.968,233.34,11.451,3,1.078,FALSE,E473695
L26028,L26028,5,ETCH,ETC01,A,2026-03-06 18:14:30,143.921,32.513,235.69,11.515,4,1.316,FALSE,E894932
L26047,L26047,11,RMG,RMG02,C,2026-03-06 18:15:42,309.016,33.235,229.31,11.806,3,1.555,FALSE,E888679
L26119,L26119,10,PHOTO,PHO01,B,2026-03-06 18:16:00,88.111,32.098,237.61,12.155,4,1.248,FALSE,E506036
L26028,L26028,6,ETCH,ETC01,A,2026-03-06 18:16:12,143.378,32.262,234.81,11.889,6,1.527,FALSE,E738248
L26119,L26119,11,PHOTO,PHO01,B,2026-03-06 18:17:42,88.035,32.387,231.88,12.104,4,1.118,FALSE,E102690
L26028,L26028,7,ETCH,ETC01,A,2026-03-06 18:17:54,143.083,,236.74,11.54,3,0.919,FALSE,E907483
L26119,L26119,12,PHOTO,PHO01,B,2026-03-06 18:19:24,87.365,32.28,236.26,11.175,6,0.917,REAL,E728905
L26028,L26028,8,ETCH,ETC01,A,2026-03-06 18:19:36,144.14,32.162,239.72,11.829,4,0.759,REAL,E693190
L26119,L26119,13,PHOTO,PHO01,B,2026-03-06 18:21:05,87.126,32.53,231.75,11.447,5,1.51,FALSE,E763102
L26028,L26028,9,ETCH,ETC01,A,2026-03-06 18:21:17,144.952,31.953,233.89,11.942,4,1.306,FALSE,E476631
L26119,L26119,14,PHOTO,PHO01,B,2026-03-06 18:22:48,88.185,31.568,234.9,12.456,5,1.633,FALSE,E233351
L26028,L26028,10,ETCH,ETC01,A,2026-03-06 18:23:00,143.028,31.532,233.53,12.152,6,1.496,FALSE,E822860
L26119,L26119,15,PHOTO,PHO01,B,2026-03-06 18:24:30,88.451,32.034,229.21,11.742,1,1.533,REAL,E758668
L26028,L26028,11,ETCH,ETC01,A,2026-03-06 18:24:42,144.157,32.73,229.23,12.197,5,0.974,REAL,E630929
L26119,L26119,16,PHOTO,PHO01,B,2026-03-06 18:26:12,86.942,31.628,227.41,12.09,7,1.752,FALSE,E326634
L26028,L26028,12,ETCH,ETC01,A,2026-03-06 18:26:24,143.196,31.94,233.75,11.712,3,0.567,FALSE,E762103
L26119,L26119,17,PHOTO,PHO01,B,2026-03-06 18:27:54,86.428,32.029,234.97,11.708,6,1.005,FALSE,E164033
L26028,L26028,13,ETCH,ETC01,A,2026-03-06 18:28:05,143.529,32.472,231.7,12.16,1,0.968,FALSE,E301872
L26119,L26119,18,PHOTO,PHO01,B,2026-03-06 18:29:35,88.094,32.999,231.48,12.134,2,1.341,FALSE,E943058
L26028,L26028,14,ETCH,ETC01,A,2026-03-06 18:29:48,142.549,31.344,239.36,12.865,6,0.686,FALSE,E715926
L26119,L26119,19,PHOTO,PHO01,B,2026-03-06 18:31:17,87.584,31.689,240.39,11.97,2,1.044,FALSE,E195876
L26028,L26028,15,ETCH,ETC01,A,2026-03-06 18:31:30,141.613,32.213,230.16,12.247,5,0.871,FALSE,E233307
L26119,L26119,20,PHOTO,PHO01,B,2026-03-06 18:33:00,87.737,,234.51,11.223,3,1.065,FALSE,E592146
L26028,L26028,16,ETCH,ETC01,A,2026-03-06 18:33:12,144.583,,232.67,12.531,3,1.013,FALSE,E430262
L26119,L26119,21,PHOTO,PHO01,B,2026-03-06 18:34:41,87.824,32.094,234.68,11.988,5,0.423,FALSE,E178642
L26028,L26028,17,ETCH,ETC01,A,2026-03-06 18:34:54,140.658,31.951,234.39,11.755,18,0.721,FALSE,E461184
L26119,L26119,22,PHOTO,PHO01,B,2026-03-06 18:36:24,87.608,32.059,238.42,11.842,1,1.268,FALSE,E196404
L26028,L26028,18,ETCH,ETC01,A,2026-03-06 18:36:35,,31.863,237.93,11.591,6,1.106,FALSE,E526549
L26119,L26119,23,PHOTO,PHO01,B,2026-03-06 18:38:06,87.256,32.324,229.12,11.633,5,1.133,FALSE,E588801
L26028,L26028,19,ETCH,ETC01,A,2026-03-06 18:38:17,142.705,32.162,235.57,12.278,3,1.108,FALSE,E538465
L26119,L26119,24,PHOTO,PHO01,B,2026-03-06 18:39:48,88.046,31.569,233.15,11.978,2,1.273,FALSE,E384810
L26028,L26028,20,ETCH,ETC01,A,2026-03-06 18:40:00,142.277,31.661,235.6,12.853,4,1.846,FALSE,E962935
