ORDER_ID,ORDER_DATE,CUSTOMER,REGION,PRODUCT_FAMILY,QTY,UNIT_PRICE_USD,AMOUNT_USD,PROMISE_DATE,SHIP_DATE,STATUS
SO100417,2026-06-25,CUST_038,Europe,V8-NAND-1Tb,695,3.79,2634.05,2026-07-16,2026-07-02,SHIPPED
SO100418,2025-12-20,CUST_027,Taiwan,V8-NAND-1Tb,809,6.16,4983.44,2026-01-10,2026-01-07,SHIPPED
SO100419,2026-07-05,CUST_040,Korea,D1B-DDR5-24G,3515,29.38,103270.7,2026-07-26,2026-08-02,SHIPPED
SO100420,2026-04-05,CUST_016,Korea,LSI-ISOCELL-HP2,1614,13.52,21821.28,2026-04-26,,OPEN
SO100421,2025-08-26,CUST_040,Taiwan,V9-NAND-2Tb,2865,11.84,33921.6,2025-09-16,2025-09-19,SHIPPED
SO100422,2026-03-31,CUST_005,China,V8-NAND-1Tb,473,31.32,14814.36,2026-04-21,2026-04-25,SHIPPED
SO100423,2025-11-14,CUST_004,Korea,D1Z-DDR5-16G,3527,24.68,87046.36,2025-12-05,2025-11-23,SHIPPED
SO100424,2026-05-17,CUST_019,Japan,D1B-DDR5-24G,1611,21.13,34040.43,2026-06-07,2026-06-10,SHIPPED
SO100425,2026-02-07,CUST_032,Japan,LSI-ISOCELL-HP2,4276,25.39,108567.64,2026-02-28,2026-02-27,SHIPPED
SO100426,2025-09-11,CUST_028,Korea,LSI-ISOCELL-HP2,2321,40.3,93536.3,2025-10-02,2025-10-06,SHIPPED
SO100427,2026-04-18,CUST_026,Taiwan,LSI-ISOCELL-HP2,3718,28.28,105145.04,2026-05-09,,OPEN
SO100428,2025-08-20,CUST_024,Europe,LSI-ISOCELL-HP2,2915,19.76,57600.4,2025-09-10,,CANCELLED
SO100429,2026-02-19,CUST_040,China,LSI-ISOCELL-HP2,2562,8.09,20726.58,2026-03-12,2026-03-17,SHIPPED
SO100430,2025-11-06,CUST_034,Taiwan,LSI-ISOCELL-HP2,5270,31.94,168323.8,2025-11-27,2025-11-15,SHIPPED
SO100431,2026-05-19,CUST_005,Japan,D1B-DDR5-24G,2144,8.56,18352.64,2026-06-09,2026-05-24,SHIPPED
SO100432,2025-10-17,CUST_008,Europe,V9-NAND-2Tb,1916,35.04,67136.64,2025-11-07,2025-11-08,SHIPPED
SO100433,2026-04-02,CUST_024,Japan,V8-NAND-1Tb,2429,16.53,40151.37,2026-04-23,2026-05-04,SHIPPED
SO100434,2025-08-25,CUST_010,Taiwan,D1B-DDR5-24G,1363,16.92,23061.96,2025-09-15,2025-09-08,SHIPPED
SO100435,2025-11-09,CUST_006,USA,D1B-DDR5-24G,3596,29.54,106225.84,2025-11-30,2025-12-07,SHIPPED
SO100436,2026-05-27,CUST_008,Taiwan,V8-NAND-1Tb,2614,17.69,46241.66,2026-06-17,2026-06-13,SHIPPED
SO100437,2026-02-19,CUST_012,Taiwan,V9-NAND-2Tb,1802,30.31,54618.62,2026-03-12,2026-03-15,SHIPPED
SO100438,2025-07-05,CUST_003,Korea,V8-NAND-1Tb,3025,12.92,39083.0,2025-07-26,2025-08-13,SHIPPED
SO100439,2026-02-11,CUST_011,Taiwan,V8-NAND-1Tb,577,2.8,1615.6,2026-03-04,2026-02-24,SHIPPED
SO100440,2025-09-03,CUST_012,Taiwan,LSI-ISOCELL-HP2,3832,21.14,81008.48,2025-09-24,2025-09-13,SHIPPED
SO100441,2025-12-15,CUST_040,USA,V9-NAND-2Tb,3086,9.82,30304.52,2026-01-05,,OPEN
SO100442,2026-08-01,CUST_014,Japan,D1Z-DDR5-16G,798,36.8,29366.4,2026-08-22,2026-08-22,SHIPPED
SO100443,2025-11-29,CUST_005,China,V9-NAND-2Tb,3013,7.12,21452.56,2025-12-20,2025-12-14,SHIPPED
SO100444,2025-09-10,CUST_024,Taiwan,V9-NAND-2Tb,1439,19.05,27412.95,2025-10-01,2025-09-24,SHIPPED
SO100445,2026-01-28,CUST_034,China,D1B-DDR5-24G,3187,1.91,6087.17,2026-02-18,2026-02-06,SHIPPED
SO100446,2026-01-02,CUST_038,Korea,D1Z-DDR5-16G,1145,28.32,32426.4,2026-01-23,2026-01-12,SHIPPED
SO100447,2025-07-23,CUST_008,Japan,V9-NAND-2Tb,2787,26.24,73130.88,2025-08-13,2025-08-19,SHIPPED
SO100448,2025-12-03,CUST_032,Japan,V8-NAND-1Tb,2144,18.0,38592.0,2025-12-24,2025-12-30,SHIPPED
SO100449,2026-06-02,CUST_039,Europe,V8-NAND-1Tb,1414,41.59,58808.26,2026-06-23,2026-07-08,SHIPPED
SO100450,2026-07-15,CUST_036,USA,D1B-DDR5-24G,3575,28.49,101851.75,2026-08-05,2026-08-05,SHIPPED
SO100451,2025-10-20,CUST_039,Korea,V9-NAND-2Tb,1866,9.84,18361.44,2025-11-10,,OPEN
SO100452,2025-11-22,CUST_026,USA,V9-NAND-2Tb,2301,20.59,47377.59,2025-12-13,2025-12-10,SHIPPED
SO100453,2025-10-22,CUST_013,USA,D1Z-DDR5-16G,1830,33.36,61048.8,2025-11-12,2025-11-22,SHIPPED
SO100454,2026-03-26,CUST_010,Korea,LSI-ISOCELL-HP2,1812,12.37,22414.44,2026-04-16,2026-04-16,SHIPPED
SO100455,2025-10-03,CUST_037,Korea,V9-NAND-2Tb,2213,25.11,55568.43,2025-10-24,2025-11-12,SHIPPED
SO100456,2026-02-07,CUST_030,Taiwan,D1B-DDR5-24G,1176,35.02,41183.52,2026-02-28,2026-03-15,SHIPPED
SO100457,2025-12-07,CUST_027,Europe,LSI-ISOCELL-HP2,2215,4.34,9613.1,2025-12-28,2025-12-26,SHIPPED
SO100458,2026-04-02,CUST_033,Taiwan,LSI-ISOCELL-HP2,1184,38.28,45323.52,2026-04-23,2026-04-21,SHIPPED
SO100459,2026-08-01,CUST_035,Japan,LSI-ISOCELL-HP2,1411,4.58,6462.38,2026-08-22,2026-08-11,SHIPPED
SO100460,2025-11-21,CUST_038,Europe,V9-NAND-2Tb,2254,15.09,34012.86,2025-12-12,2025-12-14,SHIPPED
SO100461,2025-09-30,CUST_022,Japan,LSI-ISOCELL-HP2,3872,15.33,59357.76,2025-10-21,2025-10-22,SHIPPED
SO100462,2026-04-21,CUST_010,Europe,V9-NAND-2Tb,2197,31.58,69381.26,2026-05-12,2026-05-25,SHIPPED
SO100463,2026-01-22,CUST_035,Taiwan,D1B-DDR5-24G,4019,14.34,57632.46,2026-02-12,2026-02-12,SHIPPED
SO100464,2026-07-21,CUST_016,Japan,V8-NAND-1Tb,2470,8.35,20624.5,2026-08-11,,CANCELLED
SO100465,2026-07-11,CUST_011,Japan,V8-NAND-1Tb,1553,16.84,26152.52,2026-08-01,2026-07-21,SHIPPED
SO100466,2025-12-18,CUST_031,Europe,LSI-ISOCELL-HP2,2461,38.6,94994.6,2026-01-08,2025-12-26,SHIPPED
SO100467,2026-06-12,CUST_003,USA,LSI-ISOCELL-HP2,3237,33.05,106982.85,2026-07-03,2026-07-13,SHIPPED
SO100468,2025-07-02,CUST_019,Japan,LSI-ISOCELL-HP2,3260,16.06,52355.6,2025-07-23,2025-07-26,SHIPPED
SO100469,2026-05-26,CUST_040,China,LSI-ISOCELL-HP2,3224,17.81,57419.44,2026-06-16,2026-06-04,SHIPPED
SO100470,2026-01-30,CUST_036,Japan,V9-NAND-2Tb,4261,29.01,123611.61,2026-02-20,,OPEN
SO100471,2025-09-11,CUST_034,China,V9-NAND-2Tb,3978,39.08,155460.24,2025-10-02,2025-09-23,SHIPPED
SO100472,2026-04-20,CUST_030,Taiwan,LSI-ISOCELL-HP2,2050,26.53,54386.5,2026-05-11,,OPEN
SO100473,2025-08-06,CUST_001,Japan,LSI-ISOCELL-HP2,3211,19.73,63353.03,2025-08-27,2025-08-27,SHIPPED
SO100474,2025-09-07,CUST_024,Korea,V8-NAND-1Tb,1581,20.99,33185.19,2025-09-28,,OPEN
SO100475,2026-07-22,CUST_028,Taiwan,D1B-DDR5-24G,2245,35.47,79630.15,2026-08-12,,OPEN
SO100476,2025-08-18,CUST_020,Japan,LSI-ISOCELL-HP2,4376,26.95,117933.2,2025-09-08,,OPEN
SO100477,2026-07-01,CUST_005,China,V9-NAND-2Tb,1203,5.96,7169.88,2026-07-22,2026-08-02,SHIPPED
SO100478,2025-08-03,CUST_016,USA,V9-NAND-2Tb,1302,37.42,48720.84,2025-08-24,2025-08-25,SHIPPED
SO100479,2025-12-11,CUST_039,Taiwan,LSI-ISOCELL-HP2,1508,21.2,31969.6,2026-01-01,2025-12-16,SHIPPED
SO100480,2026-04-12,CUST_032,China,V8-NAND-1Tb,2555,25.75,65791.25,2026-05-03,2026-05-05,SHIPPED
SO100481,2026-01-08,CUST_027,Korea,V8-NAND-1Tb,342,17.11,5851.62,2026-01-29,2026-02-01,SHIPPED
SO100482,2025-08-31,CUST_035,Europe,D1Z-DDR5-16G,3518,9.74,34265.32,2025-09-21,2025-09-08,SHIPPED
SO100483,2025-11-21,CUST_032,Europe,V9-NAND-2Tb,4503,27.46,123652.38,2025-12-12,2025-12-10,SHIPPED
SO100484,2026-04-04,CUST_014,Japan,D1B-DDR5-24G,3035,18.83,57149.05,2026-04-25,2026-04-12,SHIPPED
SO100485,2026-04-16,CUST_013,China,LSI-ISOCELL-HP2,1494,23.05,34436.7,2026-05-07,2026-05-07,SHIPPED
SO100486,2026-01-30,CUST_022,Taiwan,LSI-ISOCELL-HP2,1224,41.52,50820.48,2026-02-20,2026-02-18,SHIPPED
SO100487,2026-03-03,CUST_032,China,V9-NAND-2Tb,2192,24.54,53791.68,2026-03-24,2026-03-12,SHIPPED
SO100488,2026-04-18,CUST_029,Korea,D1B-DDR5-24G,3561,26.86,95648.46,2026-05-09,2026-05-12,SHIPPED
SO100489,2026-03-11,CUST_010,Europe,D1B-DDR5-24G,1598,40.4,64559.2,2026-04-01,2026-03-29,SHIPPED
SO100490,2025-08-19,CUST_006,USA,D1Z-DDR5-16G,1393,41.71,58102.03,2025-09-09,2025-09-21,SHIPPED
SO100491,2026-03-12,CUST_029,Taiwan,D1B-DDR5-24G,1846,3.69,6811.74,2026-04-02,2026-03-30,SHIPPED
SO100492,2025-11-25,CUST_028,Taiwan,V8-NAND-1Tb,2784,6.4,17817.6,2025-12-16,2025-12-05,SHIPPED
SO100493,2025-09-02,CUST_026,Japan,V9-NAND-2Tb,2786,14.63,40759.18,2025-09-23,2025-09-20,SHIPPED
SO100494,2025-12-21,CUST_030,China,D1Z-DDR5-16G,3455,6.19,21386.45,2026-01-11,2026-01-21,SHIPPED
SO100495,2025-09-14,CUST_014,Europe,D1Z-DDR5-16G,1937,41.25,79901.25,2025-10-05,2025-09-17,SHIPPED
SO100496,2026-04-01,CUST_026,Japan,LSI-ISOCELL-HP2,4745,22.41,106335.45,2026-04-22,2026-04-22,SHIPPED
SO100497,2026-05-08,CUST_025,China,D1Z-DDR5-16G,3947,21.13,83400.11,2026-05-29,2026-05-31,SHIPPED
SO100498,2025-12-29,CUST_010,Korea,D1B-DDR5-24G,2889,16.99,49084.11,2026-01-19,2026-01-22,SHIPPED
SO100499,2026-03-19,CUST_031,Europe,V9-NAND-2Tb,1742,2.45,4267.9,2026-04-09,2026-04-08,SHIPPED
SO100500,2026-07-08,CUST_034,China,V9-NAND-2Tb,1695,35.7,60511.5,2026-07-29,2026-07-30,SHIPPED
SO100501,2025-07-27,CUST_035,USA,V9-NAND-2Tb,1955,1.95,3812.25,2025-08-17,2025-08-07,SHIPPED
SO100502,2026-01-12,CUST_009,China,V8-NAND-1Tb,2493,15.71,39165.03,2026-02-02,2026-02-01,SHIPPED
SO100503,2025-12-04,CUST_010,China,D1B-DDR5-24G,4331,19.17,83025.27,2025-12-25,2025-12-22,SHIPPED
SO100504,2025-08-14,CUST_009,Taiwan,LSI-ISOCELL-HP2,5996,33.25,199367.0,2025-09-04,2025-09-11,SHIPPED
SO100505,2026-03-27,CUST_036,Korea,D1Z-DDR5-16G,1346,7.18,9664.28,2026-04-17,2026-04-19,SHIPPED
SO100506,2025-11-13,CUST_021,China,V9-NAND-2Tb,4704,37.93,178422.72,2025-12-04,2025-12-03,SHIPPED
SO100507,2026-05-24,CUST_006,Korea,D1B-DDR5-24G,2373,20.99,49809.27,2026-06-14,2026-06-17,SHIPPED
SO100508,2026-02-19,CUST_011,China,V8-NAND-1Tb,1043,7.61,7937.23,2026-03-12,2026-03-02,SHIPPED
SO100509,2026-07-13,CUST_005,USA,LSI-ISOCELL-HP2,1172,41.09,48157.48,2026-08-03,2026-08-11,SHIPPED
SO100510,2026-02-01,CUST_022,Taiwan,D1Z-DDR5-16G,3516,33.32,117153.12,2026-02-22,2026-02-15,SHIPPED
SO100511,2026-07-08,CUST_027,USA,V8-NAND-1Tb,2580,10.58,27296.4,2026-07-29,2026-08-01,SHIPPED
SO100512,2025-10-11,CUST_017,Korea,LSI-ISOCELL-HP2,1256,18.09,22721.04,2025-11-01,2025-11-07,SHIPPED
SO100513,2026-04-27,CUST_002,USA,D1Z-DDR5-16G,1214,17.88,21706.32,2026-05-18,2026-05-24,SHIPPED
SO100514,2026-05-10,CUST_009,USA,LSI-ISOCELL-HP2,3345,5.29,17695.05,2026-05-31,2026-06-07,SHIPPED
SO100515,2025-12-27,CUST_022,USA,V9-NAND-2Tb,2170,30.91,67074.7,2026-01-17,2026-01-14,SHIPPED
SO100516,2025-11-12,CUST_029,Taiwan,V8-NAND-1Tb,2370,3.31,7844.7,2025-12-03,2025-11-28,SHIPPED
SO100517,2025-11-17,CUST_036,USA,D1Z-DDR5-16G,1543,19.85,30628.55,2025-12-08,2025-11-26,SHIPPED
SO100518,2026-02-24,CUST_031,China,V9-NAND-2Tb,3655,4.38,16008.9,2026-03-17,,OPEN
SO100519,2025-07-06,CUST_020,China,D1Z-DDR5-16G,3495,26.48,92547.6,2025-07-27,2025-08-02,SHIPPED
SO100520,2025-12-27,CUST_040,Europe,V8-NAND-1Tb,3090,14.85,45886.5,2026-01-17,,CANCELLED
SO100521,2026-04-28,CUST_028,Korea,D1Z-DDR5-16G,2603,18.92,49248.76,2026-05-19,2026-05-23,SHIPPED
SO100522,2026-01-31,CUST_012,China,D1B-DDR5-24G,4628,8.86,41004.08,2026-02-21,2026-02-17,SHIPPED
SO100523,2026-03-18,CUST_023,USA,V9-NAND-2Tb,2701,19.89,53722.89,2026-04-08,2026-03-30,SHIPPED
SO100524,2026-06-16,CUST_039,China,D1Z-DDR5-16G,2315,27.08,62690.2,2026-07-07,2026-06-24,SHIPPED
SO100525,2025-11-27,CUST_006,Korea,V8-NAND-1Tb,1254,35.38,44366.52,2025-12-18,2025-12-23,SHIPPED
SO100526,2025-07-06,CUST_032,Korea,D1Z-DDR5-16G,4119,8.31,34228.89,2025-07-27,2025-07-23,SHIPPED
SO100527,2026-04-10,CUST_034,Europe,D1B-DDR5-24G,3479,9.18,31937.22,2026-05-01,2026-05-04,SHIPPED
SO100528,2026-01-20,CUST_024,Taiwan,LSI-ISOCELL-HP2,2891,36.62,105868.42,2026-02-10,2026-01-31,SHIPPED
SO100529,2025-11-21,CUST_007,Japan,LSI-ISOCELL-HP2,5379,36.01,193697.79,2025-12-12,2025-12-21,SHIPPED
SO100530,2025-09-30,CUST_029,Europe,D1B-DDR5-24G,2577,20.25,52184.25,2025-10-21,2025-10-14,SHIPPED
SO100531,2026-01-02,CUST_025,USA,V9-NAND-2Tb,2113,19.79,41816.27,2026-01-23,2026-01-31,SHIPPED
SO100532,2026-02-03,CUST_022,China,V9-NAND-2Tb,2337,14.52,33933.24,2026-02-24,2026-02-21,SHIPPED
SO100533,2026-01-26,CUST_003,Taiwan,LSI-ISOCELL-HP2,2096,20.0,41920.0,2026-02-16,2026-02-14,SHIPPED
SO100534,2025-09-22,CUST_027,Taiwan,V9-NAND-2Tb,1872,36.73,68758.56,2025-10-13,2025-10-06,SHIPPED
SO100535,2025-07-27,CUST_008,China,V8-NAND-1Tb,1679,29.28,49161.12,2025-08-17,2025-08-13,SHIPPED
SO100536,2025-10-17,CUST_007,Japan,D1B-DDR5-24G,1804,34.86,62887.44,2025-11-07,2025-11-17,SHIPPED
SO100537,2026-07-12,CUST_031,Korea,LSI-ISOCELL-HP2,3231,36.06,116509.86,2026-08-02,2026-08-16,SHIPPED
SO100538,2025-09-13,CUST_024,USA,D1Z-DDR5-16G,2312,23.36,54008.32,2025-10-04,2025-09-23,SHIPPED
SO100539,2025-12-04,CUST_028,China,V9-NAND-2Tb,2814,30.27,85179.78,2025-12-25,2026-01-04,SHIPPED
SO100540,2025-09-06,CUST_014,Japan,D1B-DDR5-24G,3714,29.14,108225.96,2025-09-27,,CANCELLED
SO100541,2025-10-22,CUST_016,Japan,D1Z-DDR5-16G,1042,17.42,18151.64,2025-11-12,2025-11-13,SHIPPED
SO100542,2026-06-28,CUST_002,Korea,D1B-DDR5-24G,3718,5.0,18590.0,2026-07-19,2026-07-19,SHIPPED
SO100543,2025-08-30,CUST_031,Europe,D1Z-DDR5-16G,1947,4.98,9696.06,2025-09-20,2025-10-07,SHIPPED
SO100544,2025-10-25,CUST_014,Japan,V9-NAND-2Tb,2656,38.0,100928.0,2025-11-15,2025-11-20,SHIPPED
SO100545,2025-10-05,CUST_011,China,V8-NAND-1Tb,1760,32.36,56953.6,2025-10-26,2025-10-25,SHIPPED
SO100546,2025-10-26,CUST_019,USA,V8-NAND-1Tb,2454,40.25,98773.5,2025-11-16,2025-11-17,SHIPPED
SO100547,2025-09-26,CUST_029,China,D1B-DDR5-24G,3729,2.36,8800.44,2025-10-17,2025-10-15,SHIPPED
SO100548,2025-11-06,CUST_026,Korea,V8-NAND-1Tb,3130,9.91,31018.3,2025-11-27,2025-11-22,SHIPPED
SO100549,2025-12-05,CUST_037,Japan,D1B-DDR5-24G,4851,18.73,90859.23,2025-12-26,2025-12-29,SHIPPED
SO100550,2025-10-03,CUST_009,Europe,V9-NAND-2Tb,2649,37.47,99258.03,2025-10-24,2025-10-25,SHIPPED
SO100551,2026-03-13,CUST_008,Europe,V8-NAND-1Tb,2644,39.44,104279.36,2026-04-03,2026-03-28,SHIPPED
SO100552,2026-03-09,CUST_014,Korea,D1Z-DDR5-16G,1472,39.0,57408.0,2026-03-30,2026-03-10,SHIPPED
SO100553,2025-11-13,CUST_018,USA,V9-NAND-2Tb,2862,11.37,32540.94,2025-12-04,2025-12-08,SHIPPED
SO100554,2026-03-27,CUST_026,Taiwan,D1B-DDR5-24G,3190,34.96,111522.4,2026-04-17,2026-04-14,SHIPPED
SO100555,2025-09-16,CUST_017,Japan,D1B-DDR5-24G,2832,24.27,68732.64,2025-10-07,2025-09-21,SHIPPED
SO100556,2026-06-14,CUST_018,Japan,D1Z-DDR5-16G,3317,33.33,110555.61,2026-07-05,2026-07-22,SHIPPED
SO100557,2025-07-17,CUST_013,Korea,LSI-ISOCELL-HP2,1807,20.27,36627.89,2025-08-07,2025-08-16,SHIPPED
SO100558,2025-07-23,CUST_010,Korea,V9-NAND-2Tb,3099,27.67,85749.33,2025-08-13,2025-07-26,SHIPPED
SO100559,2025-09-12,CUST_034,Japan,V8-NAND-1Tb,2401,35.62,85523.62,2025-10-03,2025-09-28,SHIPPED
SO100560,2025-08-29,CUST_003,Taiwan,D1B-DDR5-24G,4151,34.67,143915.17,2025-09-19,2025-09-29,SHIPPED
SO100561,2026-02-11,CUST_029,China,D1B-DDR5-24G,1267,17.44,22096.48,2026-03-04,2026-03-05,SHIPPED
SO100562,2025-08-05,CUST_034,Korea,V8-NAND-1Tb,3145,40.13,126208.85,2025-08-26,2025-08-26,SHIPPED
SO100563,2026-06-23,CUST_020,China,D1Z-DDR5-16G,235,31.74,7458.9,2026-07-14,,OPEN
SO100564,2026-01-14,CUST_033,USA,V8-NAND-1Tb,2879,7.17,20642.43,2026-02-04,2026-01-29,SHIPPED
SO100565,2026-02-02,CUST_022,Europe,D1Z-DDR5-16G,2250,9.96,22410.0,2026-02-23,,OPEN
SO100566,2026-06-04,CUST_034,Japan,D1B-DDR5-24G,1,39.93,39.93,2026-06-25,2026-06-22,SHIPPED
SO100567,2026-01-19,CUST_015,USA,D1B-DDR5-24G,3897,21.0,81837.0,2026-02-09,2026-02-23,SHIPPED
SO100568,2025-12-04,CUST_036,China,V8-NAND-1Tb,1832,5.57,10204.24,2025-12-25,2025-12-27,SHIPPED
SO100569,2025-10-24,CUST_028,China,V9-NAND-2Tb,1,25.88,25.88,2025-11-14,2025-11-27,SHIPPED
SO100570,2026-03-27,CUST_037,Korea,D1Z-DDR5-16G,1726,26.88,46394.88,2026-04-17,2026-04-17,SHIPPED
SO100571,2025-08-09,CUST_016,Europe,V9-NAND-2Tb,1869,28.29,52874.01,2025-08-30,2025-08-28,SHIPPED
SO100572,2026-06-01,CUST_011,Korea,V8-NAND-1Tb,1762,33.92,59767.04,2026-06-22,2026-06-30,SHIPPED
SO100573,2025-10-19,CUST_026,Europe,D1Z-DDR5-16G,1216,8.13,9886.08,2025-11-09,2025-11-10,SHIPPED
SO100574,2025-12-18,CUST_033,Japan,D1Z-DDR5-16G,2513,29.55,74259.15,2026-01-08,2026-01-03,SHIPPED
SO100575,2026-02-23,CUST_021,China,V8-NAND-1Tb,3337,39.86,133012.82,2026-03-16,2026-03-20,SHIPPED
SO100576,2026-06-25,CUST_036,Japan,D1Z-DDR5-16G,2354,32.27,75963.58,2026-07-16,,OPEN
SO100577,2025-10-08,CUST_038,Korea,D1Z-DDR5-16G,2313,9.39,21719.07,2025-10-29,2025-10-29,SHIPPED
SO100578,2025-10-14,CUST_029,China,LSI-ISOCELL-HP2,3727,6.05,22548.35,2025-11-04,2025-11-08,SHIPPED
SO100579,2026-03-21,CUST_033,Japan,LSI-ISOCELL-HP2,914,29.39,26862.46,2026-04-11,2026-04-11,SHIPPED
SO100580,2026-03-06,CUST_002,USA,V9-NAND-2Tb,483,15.19,7336.77,2026-03-27,2026-03-28,SHIPPED
SO100581,2025-09-14,CUST_009,Europe,D1Z-DDR5-16G,3558,22.85,81300.3,2025-10-05,2025-10-13,SHIPPED
SO100582,2026-07-20,CUST_003,Korea,V8-NAND-1Tb,2237,36.63,81941.31,2026-08-10,2026-08-01,SHIPPED
SO100583,2026-07-06,CUST_034,USA,V9-NAND-2Tb,3188,38.96,124204.48,2026-07-27,,OPEN
SO100584,2026-04-11,CUST_026,Europe,V8-NAND-1Tb,2008,8.72,17509.76,2026-05-02,2026-04-30,SHIPPED
SO100585,2026-01-31,CUST_029,USA,D1Z-DDR5-16G,2769,10.03,27773.07,2026-02-21,2026-02-20,SHIPPED
SO100586,2025-11-29,CUST_017,Europe,V9-NAND-2Tb,2310,9.41,21737.1,2025-12-20,2025-12-15,SHIPPED
SO100587,2025-08-11,CUST_017,Korea,V9-NAND-2Tb,1831,36.75,67289.25,2025-09-01,2025-08-23,SHIPPED
SO100588,2025-09-08,CUST_016,Korea,V9-NAND-2Tb,2978,3.84,11435.52,2025-09-29,2025-09-23,SHIPPED
SO100589,2026-07-24,CUST_014,Japan,V8-NAND-1Tb,3525,25.96,91509.0,2026-08-14,2026-08-10,SHIPPED
SO100590,2026-07-06,CUST_017,USA,D1Z-DDR5-16G,885,22.49,19903.65,2026-07-27,2026-07-17,SHIPPED
SO100591,2026-07-10,CUST_021,Japan,V8-NAND-1Tb,3813,24.64,93952.32,2026-07-31,2026-08-09,SHIPPED
SO100592,2025-11-03,CUST_024,Taiwan,V8-NAND-1Tb,2765,21.07,58258.55,2025-11-24,2025-11-09,SHIPPED
SO100593,2025-10-10,CUST_006,Taiwan,LSI-ISOCELL-HP2,1499,32.0,47968.0,2025-10-31,2025-11-03,SHIPPED
SO100594,2026-01-15,CUST_023,Europe,LSI-ISOCELL-HP2,1952,25.22,49229.44,2026-02-05,2026-01-25,SHIPPED
SO100595,2026-07-28,CUST_009,Japan,V8-NAND-1Tb,2363,6.73,15902.99,2026-08-18,2026-08-17,SHIPPED
SO100596,2025-10-23,CUST_001,Japan,V8-NAND-1Tb,2263,5.15,11654.45,2025-11-13,,OPEN
SO100597,2025-12-14,CUST_006,USA,D1B-DDR5-24G,1,11.91,11.91,2026-01-04,2025-12-30,SHIPPED
SO100598,2026-03-22,CUST_024,Taiwan,D1B-DDR5-24G,2182,41.95,91534.9,2026-04-12,2026-04-14,SHIPPED
SO100599,2026-07-01,CUST_016,Europe,V8-NAND-1Tb,3581,35.09,125657.29,2026-07-22,2026-07-22,SHIPPED
SO100600,2025-07-22,CUST_019,USA,D1B-DDR5-24G,2326,19.48,45310.48,2025-08-12,2025-08-07,SHIPPED
SO100601,2025-09-01,CUST_025,Korea,LSI-ISOCELL-HP2,1637,10.64,17417.68,2025-09-22,2025-09-29,SHIPPED
SO100602,2026-03-25,CUST_039,China,V9-NAND-2Tb,1323,30.98,40986.54,2026-04-15,2026-04-26,SHIPPED
SO100603,2025-07-01,CUST_010,USA,D1Z-DDR5-16G,3190,24.6,78474.0,2025-07-22,2025-07-16,SHIPPED
SO100604,2026-06-12,CUST_037,Japan,V8-NAND-1Tb,742,17.07,12665.94,2026-07-03,2026-06-26,SHIPPED
SO100605,2025-08-23,CUST_025,Korea,V8-NAND-1Tb,3534,37.78,133514.52,2025-09-13,,OPEN
SO100606,2026-03-07,CUST_015,Korea,LSI-ISOCELL-HP2,2774,3.91,10846.34,2026-03-28,2026-04-05,SHIPPED
SO100607,2025-12-14,CUST_005,Taiwan,LSI-ISOCELL-HP2,1693,11.82,20011.26,2026-01-04,2025-12-25,SHIPPED
SO100608,2025-10-30,CUST_020,Europe,D1B-DDR5-24G,2110,14.1,29751.0,2025-11-20,2025-11-11,SHIPPED
SO100609,2025-08-17,CUST_020,Korea,LSI-ISOCELL-HP2,1269,14.7,18654.3,2025-09-07,2025-08-29,SHIPPED
SO100610,2026-05-17,CUST_006,Korea,D1B-DDR5-24G,2919,6.52,19031.88,2026-06-07,2026-06-06,SHIPPED
SO100611,2026-04-17,CUST_016,Europe,V8-NAND-1Tb,2695,16.53,44548.35,2026-05-08,2026-05-02,SHIPPED
SO100612,2025-10-05,CUST_022,Taiwan,D1Z-DDR5-16G,3730,14.82,55278.6,2025-10-26,2025-10-11,SHIPPED
SO100613,2026-04-07,CUST_031,Japan,LSI-ISOCELL-HP2,2131,20.3,43259.3,2026-04-28,2026-04-24,SHIPPED
SO100614,2025-07-18,CUST_034,USA,LSI-ISOCELL-HP2,2350,10.07,23664.5,2025-08-08,2025-08-09,SHIPPED
SO100615,2026-04-15,CUST_006,Europe,LSI-ISOCELL-HP2,1325,12.73,16867.25,2026-05-06,2026-05-17,SHIPPED
SO100616,2026-03-06,CUST_024,USA,V9-NAND-2Tb,2048,12.01,24596.48,2026-03-27,2026-04-02,SHIPPED
SO100617,2026-06-16,CUST_006,Japan,LSI-ISOCELL-HP2,2455,12.82,31473.1,2026-07-07,2026-06-22,SHIPPED
SO100618,2025-10-10,CUST_029,Europe,LSI-ISOCELL-HP2,1528,32.64,49873.92,2025-10-31,2025-11-06,SHIPPED
SO100619,2025-07-25,CUST_009,USA,V9-NAND-2Tb,1863,39.02,72694.26,2025-08-15,2025-08-14,SHIPPED
SO100620,2026-06-06,CUST_039,China,V8-NAND-1Tb,3230,38.67,124904.1,2026-06-27,2026-07-08,SHIPPED
SO100621,2025-08-20,CUST_037,USA,V9-NAND-2Tb,3898,39.51,154009.98,2025-09-10,2025-09-06,SHIPPED
SO100622,2026-06-25,CUST_004,China,LSI-ISOCELL-HP2,5228,22.9,119721.2,2026-07-16,2026-07-04,SHIPPED
SO100623,2026-03-04,CUST_006,Korea,D1B-DDR5-24G,4457,14.81,66008.17,2026-03-25,2026-04-11,SHIPPED
SO100624,2025-09-25,CUST_035,Korea,V9-NAND-2Tb,3274,7.45,24391.3,2025-10-16,2025-10-20,SHIPPED
