EMP_ID,DEPT,JOB_ROLE,GRADE,COURSE,CATEGORY,PLAN_HOURS,DONE_HOURS,SCORE,COMPLETED_DATE
E347603,파운드리사업부,설비기술,CL4,반도체 8대 공정,직무기초,24,11,87.0,2026-04-07
E352755,메모리사업부,패키지개발,CL4,반도체 8대 공정,직무기초,24,21,75.0,2026-02-28
E934993,반도체연구소,패키지개발,CL4,Spotfire 데이터함수(Python),데이터분석,16,12,86.0,2026-03-12
E564302,글로벌인프라총괄,평가및분석,CL2,Spotfire 기초,데이터분석,8,8,75.0,2026-06-25
E779987,DS경영지원,영업마케팅,CL2,Spotfire 기초,데이터분석,8,7,86.0,2026-05-27
E806152,반도체연구소,설비기술,CL2,반도체 8대 공정,직무기초,24,11,89.0,2026-06-23
E412200,시스템LSI사업부,패키지개발,CL2,Spotfire 기초,데이터분석,8,6,65.0,2026-07-17
E350333,글로벌인프라총괄,설비기술,CL2,반도체 8대 공정,직무기초,24,24,93.0,2026-03-26
E649223,메모리사업부,설비기술,CL3,통계적공정관리(SPC),품질,12,11,82.0,2026-03-01
E364330,시스템LSI사업부,S/W개발,CL2,Python 기초,데이터분석,20,20,76.0,2026-06-06
E263492,글로벌인프라총괄,품질보증,CL2,반도체 8대 공정,직무기초,24,24,91.0,2026-04-07
E568700,DS경영지원,반도체공정기술,CL2,통계적공정관리(SPC),품질,12,12,95.0,2026-04-25
E341802,시스템LSI사업부,영업마케팅,CL2,Spotfire 데이터함수(Python),데이터분석,16,8,74.0,2026-06-22
E704654,DS경영지원,설비기술,CL2,정보보호,필수,2,1,,2026-04-27
E425867,DS경영지원,SCM/생산관리,CL3,Spotfire 데이터함수(Python),데이터분석,16,16,84.0,2026-07-22
E875232,DS경영지원,평가및분석,CL3,생성형 AI 활용,AI,6,4,77.0,2026-06-23
E750540,반도체연구소,패키지개발,CL2,Python 기초,데이터분석,20,14,87.0,2026-07-19
E719580,시스템LSI사업부,패키지개발,CL2,생성형 AI 활용,AI,6,0,85.0,2026-03-23
E274062,시스템LSI사업부,설비기술,CL4,Python 기초,데이터분석,20,14,,2026-05-11
E749058,반도체연구소,영업마케팅,CL2,Python 기초,데이터분석,20,8,74.0,2026-07-07
E418131,시스템LSI사업부,평가및분석,CL3,통계적공정관리(SPC),품질,12,8,91.0,2026-02-22
E314061,시스템LSI사업부,품질보증,CL2,Spotfire 데이터함수(Python),데이터분석,16,12,95.0,2026-04-15
E315841,글로벌인프라총괄,평가및분석,CL3,생성형 AI 활용,AI,6,3,89.0,2026-04-04
E846366,글로벌인프라총괄,SCM/생산관리,CL4,Python 기초,데이터분석,20,18,73.0,2026-07-04
E413457,메모리사업부,S/W개발,CL2,Python 기초,데이터분석,20,13,74.0,2026-06-28
E252046,글로벌인프라총괄,영업마케팅,CL2,Spotfire 기초,데이터분석,8,5,,2026-01-24
E483824,글로벌인프라총괄,경영지원,CL2,정보보호,필수,2,2,,2026-05-02
E401253,메모리사업부,설비기술,CL3,생성형 AI 활용,AI,6,6,98.0,2026-03-27
E398032,DS경영지원,영업마케팅,CL3,Python 기초,데이터분석,20,16,95.0,2026-03-22
E464475,메모리사업부,SCM/생산관리,CL2,반도체 8대 공정,직무기초,24,14,,2026-06-11
E839472,DS경영지원,회로설계,CL2,반도체 8대 공정,직무기초,24,21,98.0,2026-02-14
E228032,파운드리사업부,SCM/생산관리,CL3,Spotfire 데이터함수(Python),데이터분석,16,8,80.0,2026-03-10
E479201,DS경영지원,SCM/생산관리,CL3,정보보호,필수,2,1,77.0,2026-07-20
E841876,시스템LSI사업부,회로설계,CL2,생성형 AI 활용,AI,6,5,70.0,2026-03-31
E810805,글로벌인프라총괄,S/W개발,CL2,Python 기초,데이터분석,20,20,90.0,2026-06-23
E876982,메모리사업부,반도체공정기술,CL3,Spotfire 기초,데이터분석,8,4,59.0,2026-02-06
E166098,반도체연구소,SCM/생산관리,CL4,통계적공정관리(SPC),품질,12,8,87.0,2026-02-21
E202096,글로벌인프라총괄,품질보증,CL4,통계적공정관리(SPC),품질,12,9,87.0,2026-07-08
E900746,반도체연구소,S/W개발,CL4,생성형 AI 활용,AI,6,5,,2026-05-08
E855027,시스템LSI사업부,패키지개발,CL2,생성형 AI 활용,AI,6,4,88.0,2026-03-16
E125247,DS경영지원,경영지원,CL3,생성형 AI 활용,AI,6,4,,2026-06-08
E385611,메모리사업부,영업마케팅,CL2,Python 기초,데이터분석,20,17,88.0,2026-07-21
E517939,시스템LSI사업부,영업마케팅,CL2,Python 기초,데이터분석,20,11,87.0,2026-05-16
E799242,DS경영지원,영업마케팅,CL3,반도체 8대 공정,직무기초,24,16,93.0,2026-03-27
E154142,시스템LSI사업부,반도체공정기술,CL3,Spotfire 기초,데이터분석,8,6,89.0,2026-02-03
E782772,시스템LSI사업부,반도체공정기술,CL2,정보보호,필수,2,2,78.0,2026-07-12
E233593,시스템LSI사업부,품질보증,CL2,통계적공정관리(SPC),품질,12,12,87.0,2026-04-10
E773270,파운드리사업부,설비기술,CL2,Spotfire 데이터함수(Python),데이터분석,16,16,,2026-04-20
E422245,메모리사업부,회로설계,CL2,Spotfire 데이터함수(Python),데이터분석,16,9,91.0,2026-02-25
E544651,글로벌인프라총괄,품질보증,CL3,생성형 AI 활용,AI,6,4,78.0,2026-06-04
E480785,DS경영지원,설비기술,CL2,Spotfire 기초,데이터분석,8,6,78.0,2026-04-07
E723017,DS경영지원,설비기술,CL2,생성형 AI 활용,AI,6,5,97.0,2026-01-30
E215776,DS경영지원,평가및분석,CL4,Spotfire 데이터함수(Python),데이터분석,16,6,81.0,2026-06-14
E890826,메모리사업부,S/W개발,CL3,정보보호,필수,2,1,80.0,2026-04-18
E412117,반도체연구소,패키지개발,CL2,반도체 8대 공정,직무기초,24,10,72.0,2026-06-13
E257624,시스템LSI사업부,S/W개발,CL4,정보보호,필수,2,1,68.0,2026-01-05
E370337,반도체연구소,설비기술,CL2,Spotfire 데이터함수(Python),데이터분석,16,11,98.0,2026-02-26
E837640,파운드리사업부,SCM/생산관리,CL3,생성형 AI 활용,AI,6,5,81.0,2026-03-10
E425362,글로벌인프라총괄,패키지개발,CL3,생성형 AI 활용,AI,6,3,83.0,2026-05-14
E402382,파운드리사업부,품질보증,CL2,Spotfire 기초,데이터분석,8,5,94.0,2026-06-03
E922511,메모리사업부,S/W개발,CL4,생성형 AI 활용,AI,6,5,93.0,2026-04-22
E850422,메모리사업부,품질보증,CL2,통계적공정관리(SPC),품질,12,10,79.0,2026-04-19
E729495,반도체연구소,반도체공정기술,CL2,생성형 AI 활용,AI,6,4,64.0,2026-03-26
E706115,반도체연구소,회로설계,CL4,통계적공정관리(SPC),품질,12,12,97.0,2026-05-31
E621116,DS경영지원,경영지원,CL3,반도체 8대 공정,직무기초,24,13,84.0,2026-06-24
E262837,글로벌인프라총괄,패키지개발,CL3,정보보호,필수,2,0,100.0,2026-07-14
E673002,메모리사업부,경영지원,CL3,Python 기초,데이터분석,20,20,83.0,2026-02-17
E596953,파운드리사업부,품질보증,CL2,통계적공정관리(SPC),품질,12,5,74.0,2026-05-02
E170076,반도체연구소,SCM/생산관리,CL3,반도체 8대 공정,직무기초,24,24,81.0,2026-01-07
E944864,반도체연구소,영업마케팅,CL2,정보보호,필수,2,1,90.0,2026-05-18
E211708,DS경영지원,설비기술,CL2,생성형 AI 활용,AI,6,5,85.0,2026-05-29
E280920,파운드리사업부,설비기술,CL2,Spotfire 기초,데이터분석,8,8,87.0,2026-03-07
E463203,글로벌인프라총괄,평가및분석,CL2,정보보호,필수,2,1,72.0,2026-04-29
E192626,반도체연구소,영업마케팅,CL4,Spotfire 기초,데이터분석,8,7,76.0,2026-06-30
E887422,메모리사업부,설비기술,CL4,통계적공정관리(SPC),품질,12,9,71.0,2026-01-29
E215448,글로벌인프라총괄,경영지원,CL2,생성형 AI 활용,AI,6,5,71.0,2026-03-18
E731183,DS경영지원,반도체공정기술,CL4,정보보호,필수,2,0,,2026-06-27
E928570,반도체연구소,평가및분석,CL4,Spotfire 데이터함수(Python),데이터분석,16,11,,2026-05-18
E129373,파운드리사업부,품질보증,CL3,반도체 8대 공정,직무기초,24,24,87.0,2026-04-25
E351577,DS경영지원,SCM/생산관리,CL2,Python 기초,데이터분석,20,15,80.0,2026-06-30
E724790,반도체연구소,경영지원,CL3,Spotfire 데이터함수(Python),데이터분석,16,16,78.0,2026-05-03
E595357,반도체연구소,설비기술,CL2,Python 기초,데이터분석,20,18,96.0,2026-03-27
E974909,파운드리사업부,경영지원,CL4,생성형 AI 활용,AI,6,6,85.0,2026-02-08
E667587,파운드리사업부,설비기술,CL2,Spotfire 데이터함수(Python),데이터분석,16,13,86.0,2026-01-19
E846949,반도체연구소,반도체공정기술,CL3,정보보호,필수,2,1,83.0,2026-01-31
E339615,메모리사업부,설비기술,CL4,정보보호,필수,2,1,88.0,2026-02-16
E562894,글로벌인프라총괄,품질보증,CL3,정보보호,필수,2,0,88.0,2026-07-15
E333330,DS경영지원,품질보증,CL3,Spotfire 기초,데이터분석,8,7,,2026-02-12
E862339,DS경영지원,품질보증,CL3,정보보호,필수,2,1,79.0,2026-01-14
E641467,DS경영지원,회로설계,CL4,반도체 8대 공정,직무기초,24,21,,2026-07-02
E600435,파운드리사업부,경영지원,CL2,Spotfire 기초,데이터분석,8,7,81.0,2026-05-17
E597132,글로벌인프라총괄,설비기술,CL2,Python 기초,데이터분석,20,15,90.0,2026-07-06
E193027,글로벌인프라총괄,SCM/생산관리,CL4,생성형 AI 활용,AI,6,6,81.0,2026-06-05
E160434,DS경영지원,S/W개발,CL4,Spotfire 기초,데이터분석,8,7,75.0,2026-05-07
E250263,시스템LSI사업부,품질보증,CL2,반도체 8대 공정,직무기초,24,13,71.0,2026-01-11
E492786,DS경영지원,회로설계,CL2,Python 기초,데이터분석,20,13,76.0,2026-06-11
E132409,시스템LSI사업부,품질보증,CL3,정보보호,필수,2,1,,2026-03-07
E420316,파운드리사업부,반도체공정기술,CL2,Spotfire 기초,데이터분석,8,4,,2026-01-24
E323424,글로벌인프라총괄,패키지개발,CL2,통계적공정관리(SPC),품질,12,6,88.0,2026-01-24
E929360,메모리사업부,회로설계,CL3,정보보호,필수,2,2,100.0,2026-04-02
E371317,글로벌인프라총괄,반도체공정기술,CL2,생성형 AI 활용,AI,6,3,71.0,2026-03-12
E323623,반도체연구소,패키지개발,CL2,Spotfire 데이터함수(Python),데이터분석,16,16,71.0,2026-02-27
E781191,반도체연구소,영업마케팅,CL3,생성형 AI 활용,AI,6,5,,2026-06-16
E393892,DS경영지원,회로설계,CL2,정보보호,필수,2,1,80.0,2026-07-07
E509514,파운드리사업부,SCM/생산관리,CL2,Spotfire 기초,데이터분석,8,8,75.0,2026-05-03
E255072,파운드리사업부,평가및분석,CL3,Spotfire 데이터함수(Python),데이터분석,16,5,91.0,2026-05-02
E669258,반도체연구소,회로설계,CL2,통계적공정관리(SPC),품질,12,12,72.0,2026-05-23
E485415,글로벌인프라총괄,영업마케팅,CL4,Spotfire 데이터함수(Python),데이터분석,16,16,79.0,2026-01-10
E860624,반도체연구소,반도체공정기술,CL2,반도체 8대 공정,직무기초,24,23,72.0,2026-03-29
E860656,파운드리사업부,패키지개발,CL2,Spotfire 데이터함수(Python),데이터분석,16,7,,2026-03-05
E397063,파운드리사업부,영업마케팅,CL3,Spotfire 기초,데이터분석,8,3,,2026-05-17
E294673,시스템LSI사업부,영업마케팅,CL3,Python 기초,데이터분석,20,15,81.0,2026-06-28
E343165,시스템LSI사업부,경영지원,CL2,Spotfire 데이터함수(Python),데이터분석,16,15,67.0,2026-04-14
E124629,DS경영지원,영업마케팅,CL4,통계적공정관리(SPC),품질,12,10,77.0,2026-06-27
E511416,파운드리사업부,평가및분석,CL3,Python 기초,데이터분석,20,15,79.0,2026-07-10
E122998,시스템LSI사업부,설비기술,CL2,Python 기초,데이터분석,20,12,85.0,2026-02-26
E309380,시스템LSI사업부,품질보증,CL2,정보보호,필수,2,2,78.0,2026-06-07
E813404,시스템LSI사업부,SCM/생산관리,CL3,Python 기초,데이터분석,20,10,87.0,2026-01-16
E552509,파운드리사업부,설비기술,CL2,Spotfire 데이터함수(Python),데이터분석,16,6,78.0,2026-07-10
E790042,파운드리사업부,패키지개발,CL2,반도체 8대 공정,직무기초,24,10,79.0,2026-06-14
E486434,파운드리사업부,SCM/생산관리,CL2,반도체 8대 공정,직무기초,24,14,85.0,2026-07-23
E979058,글로벌인프라총괄,회로설계,CL3,Spotfire 기초,데이터분석,8,5,79.0,2026-05-04
E503991,반도체연구소,회로설계,CL3,통계적공정관리(SPC),품질,12,9,100.0,2026-02-20
E386130,글로벌인프라총괄,영업마케팅,CL2,Python 기초,데이터분석,20,20,78.0,2026-01-17
E648040,반도체연구소,품질보증,CL4,Spotfire 데이터함수(Python),데이터분석,16,8,98.0,2026-01-19
E494930,DS경영지원,경영지원,CL3,Spotfire 데이터함수(Python),데이터분석,16,6,94.0,2026-02-21
E463776,DS경영지원,반도체공정기술,CL4,생성형 AI 활용,AI,6,1,,2026-06-22
E417768,메모리사업부,SCM/생산관리,CL2,통계적공정관리(SPC),품질,12,11,67.0,2026-03-29
E533180,DS경영지원,설비기술,CL4,Spotfire 데이터함수(Python),데이터분석,16,16,91.0,2026-06-15
E484845,글로벌인프라총괄,패키지개발,CL3,생성형 AI 활용,AI,6,6,97.0,2026-03-10
E671914,DS경영지원,설비기술,CL2,정보보호,필수,2,0,91.0,2026-01-09
E892423,반도체연구소,SCM/생산관리,CL4,Spotfire 기초,데이터분석,8,4,86.0,2026-05-08
E775835,파운드리사업부,품질보증,CL4,반도체 8대 공정,직무기초,24,24,86.0,2026-04-21
E920473,DS경영지원,반도체공정기술,CL4,반도체 8대 공정,직무기초,24,6,82.0,2026-03-02
E617028,DS경영지원,영업마케팅,CL2,Python 기초,데이터분석,20,16,82.0,2026-04-04
E874030,반도체연구소,설비기술,CL2,Spotfire 기초,데이터분석,8,8,81.0,2026-01-23
E135359,메모리사업부,설비기술,CL3,정보보호,필수,2,1,69.0,2026-07-19
E284738,글로벌인프라총괄,반도체공정기술,CL3,정보보호,필수,2,2,78.0,2026-02-03
E537873,글로벌인프라총괄,설비기술,CL4,Python 기초,데이터분석,20,20,,2026-05-12
E806182,파운드리사업부,회로설계,CL3,정보보호,필수,2,1,86.0,2026-01-05
E607232,파운드리사업부,경영지원,CL3,통계적공정관리(SPC),품질,12,12,66.0,2026-05-03
E854422,메모리사업부,패키지개발,CL4,반도체 8대 공정,직무기초,24,15,83.0,2026-05-11
E707899,글로벌인프라총괄,설비기술,CL4,생성형 AI 활용,AI,6,6,81.0,2026-05-30
E601650,메모리사업부,경영지원,CL3,생성형 AI 활용,AI,6,5,77.0,2026-04-05
E246807,메모리사업부,S/W개발,CL2,정보보호,필수,2,2,91.0,2026-03-04
E368647,메모리사업부,평가및분석,CL2,생성형 AI 활용,AI,6,3,88.0,2026-06-10
E349316,파운드리사업부,평가및분석,CL2,통계적공정관리(SPC),품질,12,11,,2026-07-05
E544443,DS경영지원,설비기술,CL2,Python 기초,데이터분석,20,20,81.0,2026-02-05
E707707,시스템LSI사업부,영업마케팅,CL2,Spotfire 기초,데이터분석,8,4,86.0,2026-06-06
E324923,DS경영지원,회로설계,CL4,반도체 8대 공정,직무기초,24,24,91.0,2026-07-21
E706430,시스템LSI사업부,영업마케팅,CL2,Python 기초,데이터분석,20,13,,2026-02-15
E984857,시스템LSI사업부,경영지원,CL2,통계적공정관리(SPC),품질,12,8,85.0,2026-03-31
E113322,메모리사업부,회로설계,CL2,Spotfire 데이터함수(Python),데이터분석,16,16,106.0,2026-03-10
E353713,시스템LSI사업부,반도체공정기술,CL2,Python 기초,데이터분석,20,20,80.0,2026-06-23
E440459,글로벌인프라총괄,회로설계,CL3,통계적공정관리(SPC),품질,12,11,95.0,2026-03-17
E648750,글로벌인프라총괄,반도체공정기술,CL3,Spotfire 데이터함수(Python),데이터분석,16,11,,2026-07-14
E403858,메모리사업부,설비기술,CL3,Spotfire 데이터함수(Python),데이터분석,16,12,97.0,2026-02-17
E609357,파운드리사업부,SCM/생산관리,CL4,Spotfire 데이터함수(Python),데이터분석,16,8,81.0,2026-07-19
E932962,시스템LSI사업부,품질보증,CL2,통계적공정관리(SPC),품질,12,12,,2026-02-02
E457216,글로벌인프라총괄,설비기술,CL2,생성형 AI 활용,AI,6,4,,2026-06-11
E252248,메모리사업부,평가및분석,CL2,Spotfire 데이터함수(Python),데이터분석,16,15,94.0,2026-05-29
E128718,메모리사업부,영업마케팅,CL3,통계적공정관리(SPC),품질,12,9,93.0,2026-02-14
E607093,시스템LSI사업부,영업마케팅,CL3,Spotfire 데이터함수(Python),데이터분석,16,12,94.0,2026-04-11
E192592,시스템LSI사업부,설비기술,CL3,Python 기초,데이터분석,20,11,84.0,2026-04-05
E513812,반도체연구소,평가및분석,CL3,Spotfire 데이터함수(Python),데이터분석,16,7,,2026-06-29
E203340,DS경영지원,설비기술,CL2,정보보호,필수,2,0,92.0,2026-02-16
E452914,메모리사업부,패키지개발,CL2,통계적공정관리(SPC),품질,12,12,89.0,2026-06-10
E457349,반도체연구소,회로설계,CL2,생성형 AI 활용,AI,6,2,93.0,2026-04-30
E634655,시스템LSI사업부,영업마케팅,CL3,Spotfire 기초,데이터분석,8,6,,2026-01-25
E734649,글로벌인프라총괄,설비기술,CL4,반도체 8대 공정,직무기초,24,16,88.0,2026-02-15
E946572,DS경영지원,회로설계,CL2,Python 기초,데이터분석,20,10,,2026-05-06
E984734,글로벌인프라총괄,평가및분석,CL2,통계적공정관리(SPC),품질,12,10,95.0,2026-02-08
E786205,시스템LSI사업부,SCM/생산관리,CL3,Spotfire 데이터함수(Python),데이터분석,16,13,78.0,2026-02-28
E153612,메모리사업부,설비기술,CL2,통계적공정관리(SPC),품질,12,10,76.0,2026-05-01
E253446,반도체연구소,SCM/생산관리,CL2,Spotfire 데이터함수(Python),데이터분석,16,16,78.0,2026-03-28
E753356,글로벌인프라총괄,반도체공정기술,CL2,생성형 AI 활용,AI,6,6,77.0,2026-04-08
E672737,글로벌인프라총괄,S/W개발,CL2,생성형 AI 활용,AI,6,6,75.0,2026-07-23
E191225,글로벌인프라총괄,패키지개발,CL2,생성형 AI 활용,AI,6,6,85.0,2026-06-15
E947222,반도체연구소,영업마케팅,CL3,Spotfire 기초,데이터분석,8,5,105.0,2026-04-30
E657602,DS경영지원,반도체공정기술,CL2,반도체 8대 공정,직무기초,24,21,85.0,2026-01-23
E295266,시스템LSI사업부,평가및분석,CL4,정보보호,필수,2,2,76.0,2026-07-17
E821087,시스템LSI사업부,SCM/생산관리,CL2,정보보호,필수,2,1,83.0,2026-07-13
E811188,DS경영지원,반도체공정기술,CL3,정보보호,필수,2,1,82.0,2026-04-19
E563173,글로벌인프라총괄,경영지원,CL3,통계적공정관리(SPC),품질,12,10,80.0,2026-06-08
E167997,메모리사업부,S/W개발,CL3,Spotfire 기초,데이터분석,8,8,84.0,2026-04-12
E615265,DS경영지원,평가및분석,CL3,Python 기초,데이터분석,20,17,80.0,2026-07-04
E346979,글로벌인프라총괄,회로설계,CL3,Python 기초,데이터분석,20,20,94.0,2026-07-20
E832464,시스템LSI사업부,패키지개발,CL3,정보보호,필수,2,1,113.0,2026-01-30
E173059,시스템LSI사업부,패키지개발,CL4,생성형 AI 활용,AI,6,4,75.0,2026-05-24
E213737,반도체연구소,평가및분석,CL4,반도체 8대 공정,직무기초,24,13,79.0,2026-03-10
E406453,DS경영지원,SCM/생산관리,CL2,통계적공정관리(SPC),품질,12,9,90.0,2026-04-07
E304477,시스템LSI사업부,품질보증,CL2,Spotfire 데이터함수(Python),데이터분석,16,16,83.0,2026-04-19
E969929,시스템LSI사업부,패키지개발,CL2,Python 기초,데이터분석,20,15,82.0,2026-06-04
E661557,시스템LSI사업부,경영지원,CL2,정보보호,필수,2,1,102.0,2026-04-02
E701543,파운드리사업부,S/W개발,CL4,Spotfire 데이터함수(Python),데이터분석,16,8,82.0,2026-02-18
E305836,파운드리사업부,패키지개발,CL4,Spotfire 데이터함수(Python),데이터분석,16,12,94.0,2026-01-11
E914305,메모리사업부,경영지원,CL3,Python 기초,데이터분석,20,8,85.0,2026-02-27
E185510,DS경영지원,영업마케팅,CL3,정보보호,필수,2,1,84.0,2026-05-09
E631870,글로벌인프라총괄,영업마케팅,CL2,정보보호,필수,2,2,83.0,2026-06-24
E124117,파운드리사업부,경영지원,CL3,Python 기초,데이터분석,20,17,,2026-04-23
E610495,시스템LSI사업부,반도체공정기술,CL2,Python 기초,데이터분석,20,13,95.0,2026-05-27
E924742,글로벌인프라총괄,SCM/생산관리,CL3,통계적공정관리(SPC),품질,12,10,71.0,2026-06-30
E442539,글로벌인프라총괄,회로설계,CL4,생성형 AI 활용,AI,6,4,75.0,2026-06-05
E782112,DS경영지원,경영지원,CL3,반도체 8대 공정,직무기초,24,18,78.0,2026-07-22
E534714,글로벌인프라총괄,S/W개발,CL2,Python 기초,데이터분석,20,14,90.0,2026-07-15
E726619,파운드리사업부,SCM/생산관리,CL3,정보보호,필수,2,1,,2026-06-18
E799127,글로벌인프라총괄,경영지원,CL3,Spotfire 기초,데이터분석,8,6,74.0,2026-01-06
E291787,반도체연구소,S/W개발,CL2,반도체 8대 공정,직무기초,24,13,71.0,2026-06-07
E325727,시스템LSI사업부,영업마케팅,CL3,생성형 AI 활용,AI,6,5,91.0,2026-07-07
E983681,파운드리사업부,품질보증,CL3,통계적공정관리(SPC),품질,12,9,89.0,2026-04-29
E263813,글로벌인프라총괄,패키지개발,CL2,Spotfire 기초,데이터분석,8,3,,2026-06-25
E525216,시스템LSI사업부,설비기술,CL4,반도체 8대 공정,직무기초,24,21,85.0,2026-02-19
E263640,파운드리사업부,패키지개발,CL4,Spotfire 데이터함수(Python),데이터분석,16,8,90.0,2026-02-09
E350530,파운드리사업부,품질보증,CL4,Python 기초,데이터분석,20,8,,2026-05-20
E453479,반도체연구소,패키지개발,CL3,생성형 AI 활용,AI,6,2,90.0,2026-05-18
E518939,시스템LSI사업부,반도체공정기술,CL2,정보보호,필수,2,1,80.0,2026-05-01
E948714,파운드리사업부,품질보증,CL2,Spotfire 기초,데이터분석,8,5,66.0,2026-05-02
E230079,시스템LSI사업부,SCM/생산관리,CL2,Python 기초,데이터분석,20,13,,2026-02-18
E110980,시스템LSI사업부,SCM/생산관리,CL2,생성형 AI 활용,AI,6,4,78.0,2026-05-18
E490361,DS경영지원,회로설계,CL2,생성형 AI 활용,AI,6,5,81.0,2026-06-04
E138011,시스템LSI사업부,패키지개발,CL2,Spotfire 기초,데이터분석,8,7,86.0,2026-03-24
E538452,DS경영지원,SCM/생산관리,CL3,Spotfire 기초,데이터분석,8,2,87.0,2026-01-10
E373092,반도체연구소,SCM/생산관리,CL3,통계적공정관리(SPC),품질,12,5,81.0,2026-03-11
E253749,메모리사업부,품질보증,CL2,Spotfire 데이터함수(Python),데이터분석,16,15,71.0,2026-04-18
E985345,DS경영지원,회로설계,CL3,Spotfire 기초,데이터분석,8,8,92.0,2026-01-24
E972949,반도체연구소,SCM/생산관리,CL2,Spotfire 기초,데이터분석,8,7,75.0,2026-04-19
E934033,반도체연구소,설비기술,CL2,반도체 8대 공정,직무기초,24,7,77.0,2026-01-24
E648632,파운드리사업부,S/W개발,CL2,정보보호,필수,2,2,97.0,2026-03-13
E751292,반도체연구소,경영지원,CL2,Spotfire 기초,데이터분석,8,8,90.0,2026-07-04
E693302,시스템LSI사업부,품질보증,CL2,Python 기초,데이터분석,20,15,94.0,2026-06-11
E892016,반도체연구소,평가및분석,CL4,Python 기초,데이터분석,20,20,86.0,2026-05-04
E433162,파운드리사업부,SCM/생산관리,CL2,정보보호,필수,2,1,73.0,2026-05-22
E517089,파운드리사업부,SCM/생산관리,CL2,Spotfire 데이터함수(Python),데이터분석,16,16,78.0,2026-02-01
E450704,글로벌인프라총괄,회로설계,CL3,Python 기초,데이터분석,20,15,89.0,2026-03-26
E690027,반도체연구소,평가및분석,CL2,정보보호,필수,2,1,79.0,2026-07-15
E358699,DS경영지원,S/W개발,CL2,정보보호,필수,2,2,,2026-04-16
E709540,DS경영지원,품질보증,CL2,Python 기초,데이터분석,20,11,74.0,2026-03-09
E326184,시스템LSI사업부,영업마케팅,CL2,Spotfire 기초,데이터분석,8,7,90.0,2026-05-31
E312464,글로벌인프라총괄,S/W개발,CL3,Spotfire 데이터함수(Python),데이터분석,16,15,91.0,2026-05-15
E502470,글로벌인프라총괄,경영지원,CL4,생성형 AI 활용,AI,6,3,,2026-01-29
E902712,DS경영지원,회로설계,CL3,Spotfire 기초,데이터분석,8,5,103.0,2026-05-24
E370005,글로벌인프라총괄,품질보증,CL2,반도체 8대 공정,직무기초,24,24,79.0,2026-02-03
E370734,DS경영지원,평가및분석,CL3,생성형 AI 활용,AI,6,1,83.0,2026-06-18
E464876,파운드리사업부,패키지개발,CL4,Spotfire 기초,데이터분석,8,8,79.0,2026-01-26
E283764,글로벌인프라총괄,패키지개발,CL2,Spotfire 기초,데이터분석,8,4,85.0,2026-06-22
E810427,파운드리사업부,회로설계,CL2,정보보호,필수,2,1,90.0,2026-05-07
E551262,반도체연구소,S/W개발,CL2,Python 기초,데이터분석,20,20,,2026-03-11
E124619,시스템LSI사업부,회로설계,CL4,정보보호,필수,2,1,84.0,2026-07-05
E983691,메모리사업부,S/W개발,CL3,Spotfire 데이터함수(Python),데이터분석,16,15,82.0,2026-04-18
E539944,DS경영지원,영업마케팅,CL4,통계적공정관리(SPC),품질,12,8,70.0,2026-04-03
E844688,글로벌인프라총괄,회로설계,CL3,Spotfire 기초,데이터분석,8,7,82.0,2026-01-28
E504101,메모리사업부,경영지원,CL2,반도체 8대 공정,직무기초,24,22,91.0,2026-01-17
E927932,파운드리사업부,S/W개발,CL3,Python 기초,데이터분석,20,19,70.0,2026-01-25
E746835,DS경영지원,SCM/생산관리,CL2,통계적공정관리(SPC),품질,12,8,90.0,2026-03-26
E897722,파운드리사업부,영업마케팅,CL2,Spotfire 데이터함수(Python),데이터분석,16,10,103.0,2026-02-02
E692261,파운드리사업부,회로설계,CL2,Spotfire 기초,데이터분석,8,7,80.0,2026-05-20
E240749,DS경영지원,영업마케팅,CL3,반도체 8대 공정,직무기초,24,18,63.0,2026-05-03
E125458,DS경영지원,회로설계,CL3,정보보호,필수,2,1,,2026-03-28
E669329,DS경영지원,평가및분석,CL3,Spotfire 기초,데이터분석,8,8,89.0,2026-05-17
E737954,시스템LSI사업부,설비기술,CL3,Spotfire 데이터함수(Python),데이터분석,16,8,93.0,2026-05-05
E252995,시스템LSI사업부,영업마케팅,CL3,통계적공정관리(SPC),품질,12,11,81.0,2026-02-08
E231361,파운드리사업부,반도체공정기술,CL3,정보보호,필수,2,1,81.0,2026-02-23
E655904,시스템LSI사업부,평가및분석,CL2,Spotfire 데이터함수(Python),데이터분석,16,8,96.0,2026-02-15
E915073,시스템LSI사업부,반도체공정기술,CL2,반도체 8대 공정,직무기초,24,19,66.0,2026-01-22
E309899,파운드리사업부,영업마케팅,CL3,생성형 AI 활용,AI,6,4,74.0,2026-02-06
E336702,메모리사업부,회로설계,CL2,반도체 8대 공정,직무기초,24,8,94.0,2026-03-10
E162493,DS경영지원,패키지개발,CL3,통계적공정관리(SPC),품질,12,12,69.0,2026-03-15
E875081,메모리사업부,영업마케팅,CL2,통계적공정관리(SPC),품질,12,4,,2026-01-11
E742190,파운드리사업부,평가및분석,CL3,Spotfire 기초,데이터분석,8,6,106.0,2026-07-02
E851724,반도체연구소,품질보증,CL4,Spotfire 기초,데이터분석,8,5,79.0,2026-02-06
E212432,메모리사업부,반도체공정기술,CL2,통계적공정관리(SPC),품질,12,10,83.0,2026-05-05
